PP	verb	is.colloc	is.SVC	is.figur	freq	MI	Dice	z.score	t.score	chisq	chisq.corr	log.like	Fisher
unter:Hammer	kommen	TRUE	FALSE	TRUE	30	1.49618	0.000641	29.687	5.3025	898	867	169.68	37.79
unter:Rad	kommen	TRUE	FALSE	TRUE	68	1.34746	0.001451	37.155	7.8757	1406	1385	322.35	71.19
von+:Land	kommen	FALSE	FALSE	FALSE	33	0.3293	0.000699	4.461	3.0533	20	19	15.34	4.23
von:Frau	kommen	FALSE	FALSE	FALSE	38	-0.07236	0.000792	-1.028	-1.1177	-1	-1	-1.14	0.06
von:Jahr	kommen	FALSE	FALSE	FALSE	60	-0.10337	0.001229	-1.848	-2.0815	-3	-3	-3.75	0.01
von:Mark	kommen	FALSE	FALSE	FALSE	212	-0.1117	0.00391	-3.755	-4.2705	-14	-14	-15.61	0
von:Mensch	kommen	FALSE	FALSE	FALSE	31	-0.02155	0.000651	-0.276	-0.2832	0	0	-0.08	0.2
von:Prozent	kommen	FALSE	FALSE	FALSE	81	-0.03451	0.001648	-0.715	-0.7444	-1	0	-0.54	0.11
von:Redaktionsmitglied	kommen	FALSE	FALSE	FALSE	40	0.0335	0.000837	0.488	0.4695	0	0	0.24	0.48
von:Schoeler	kommen	FALSE	FALSE	FALSE	60	0.02396	0.001242	0.427	0.4158	0	0	0.18	0.45
von:Seite	kommen	FALSE	FALSE	FALSE	54	0.18825	0.001132	3.21	2.5847	11	10	9.02	2.81
von:Stadt	kommen	FALSE	FALSE	FALSE	33	-0.04353	0.000691	-0.576	-0.6056	0	0	-0.35	0.13
von:Uhr	kommen	FALSE	FALSE	FALSE	137	-0.11543	0.002654	-3.12	-3.5638	-10	-10	-10.8	0
vor:Gericht	kommen	FALSE	FALSE	FALSE	40	0.02537	0.000837	0.37	0.3589	0	0	0.14	0.42
vor:Jahr	kommen	FALSE	FALSE	FALSE	228	0.05749	0.004368	2	1.8721	4	4	3.91	1.6
vor:Ort	kommen	FALSE	FALSE	FALSE	41	-0.07062	0.000853	-1.042	-1.1306	-1	-1	-1.17	0.06
vor:Woche	kommen	FALSE	FALSE	FALSE	39	-0.03123	0.000814	-0.449	-0.4657	0	0	-0.21	0.16
zu+:Arbeit	kommen	FALSE	FALSE	FALSE	39	0.59373	0.000829	9.218	4.6535	87	84	50.15	11.95
zu+:Ausdruck	kommen	TRUE	TRUE	FALSE	135	1.00686	0.002864	33.388	10.4753	1136	1127	404.91	89.31
zu+:Ausgleich	kommen	FALSE	FALSE	FALSE	33	0.7058	0.000703	10.398	4.6136	110	106	56.34	13.29
zu+:Beispiel	kommen	FALSE	FALSE	FALSE	101	-0.07085	0.00202	-1.641	-1.7808	-3	-3	-2.89	0.02
zu+:Einsatz	kommen	TRUE	TRUE	FALSE	185	1.27307	0.003933	55.76	12.8762	3168	3150	800.79	175.31
zu+:Erfolg	kommen	TRUE	TRUE	FALSE	36	0.60922	0.000766	9.124	4.5245	85	82	48.31	11.54
zu+:Ergebnis	kommen	TRUE	TRUE	FALSE	30	1.14773	0.000641	19.071	5.0874	371	357	110.3	25
zu+:Erliegen	kommen	TRUE	TRUE	FALSE	55	1.30224	0.001174	31.556	7.0464	1015	995	246.76	54.74
zu+:Eröffnung	kommen	FALSE	FALSE	FALSE	39	0.58262	0.000829	9.02	4.6123	83	80	48.59	11.61
zu+:Geltung	kommen	TRUE	TRUE	FALSE	84	1.23939	0.001791	35.98	8.637	1319	1302	348.41	76.92
zu+:Mal	kommen	FALSE	FALSE	FALSE	91	0.00971	0.00185	0.213	0.2109	0	0	0.05	0.37
zu+:Ruhe	kommen	TRUE	TRUE	FALSE	85	1.17734	0.001812	33.382	8.6067	1135	1121	325.24	71.9
zu+:Schluß	kommen	TRUE	TRUE	FALSE	45	0.38958	0.000952	6.221	3.9728	39	38	28.17	7.12
zu+:Sieg	kommen	FALSE	FALSE	FALSE	36	0.57121	0.000765	8.473	4.3896	73	70	43.4	10.46
zu+:Sprache	kommen	TRUE	TRUE	FALSE	171	1.35953	0.003641	59.822	12.5053	3646	3624	822.65	180.02
zu+:Stehen	kommen	TRUE	TRUE	FALSE	92	1.31864	0.001962	41.672	9.1311	1769	1749	421.16	92.72
zu+:Stillstand	kommen	TRUE	TRUE	FALSE	36	1.26198	0.000769	24.25	5.6718	599	582	153.63	34.43
zu+:Streit	kommen	FALSE	FALSE	FALSE	46	1.35643	0.000982	30.906	6.4838	973	951	220.42	48.97
zu+:Teil	kommen	FALSE	FALSE	FALSE	65	-0.01999	0.001337	-0.371	-0.3798	0	0	-0.14	0.18
zu+:Thema	kommen	TRUE	FALSE	TRUE	40	-0.18007	0.000826	-2.641	-3.2496	-7	-7	-8.07	0
zu+:Tragen	kommen	TRUE	TRUE	FALSE	73	1.44917	0.001559	43.704	8.2403	1946	1918	390.58	85.98
zu+:Verfügung	kommen	FALSE	FALSE	FALSE	52	-0.42607	0.001029	-7.362	-12.0232	-55	-55	-72.46	0
zu+:Vorschein	kommen	TRUE	TRUE	FALSE	127	1.4043	0.002708	54.524	10.8252	3029	3004	644.43	141.24
zu+:Welt	kommen	TRUE	FALSE	TRUE	119	1.24476	0.002534	43.123	10.2878	1895	1878	497	109.26
zu+:Zeit	kommen	FALSE	FALSE	FALSE	73	-0.1172	0.001479	-2.313	-2.6468	-5	-5	-5.93	0
zu+:Zug	kommen	TRUE	TRUE	FALSE	274	1.39903	0.005822	79.562	15.8925	6450	6425	1382.08	301.59
zu+:Zusammenstoß	kommen	FALSE	FALSE	FALSE	31	1.54518	0.000662	32.042	5.4091	1046	1011	185.94	41.29
zu:Auseinandersetzung	kommen	FALSE	FALSE	FALSE	108	1.37055	0.002303	48.203	9.9495	2367	2344	526.41	115.59
zu:Ausschreitung	kommen	TRUE	TRUE	FALSE	52	1.42168	0.001111	35.651	6.938	1295	1269	269.32	59.59
zu:Beginn	kommen	FALSE	FALSE	FALSE	38	-0.10279	0.00079	-1.462	-1.6461	-2	-2	-2.35	0.03
zu:Besuch	kommen	TRUE	TRUE	FALSE	66	1.00807	0.001406	23.385	7.3266	557	548	198.29	44.29
zu:Einigung	kommen	TRUE	TRUE	FALSE	47	1.42039	0.001004	33.84	6.5952	1167	1141	243.04	53.86
zu:Ergebnis	kommen	TRUE	TRUE	FALSE	357	1.36088	0.007565	86.582	18.0713	7638	7616	1720.9	375.23
zu:Erkenntnis	kommen	TRUE	TRUE	FALSE	36	1.22318	0.000769	23.065	5.6411	542	526	146.24	32.84
zu:Gespräch	kommen	FALSE	FALSE	FALSE	34	0.50991	0.000723	7.246	4.0286	53	51	33.86	8.36
zu:Haus	kommen	FALSE	FALSE	FALSE	51	-0.13623	0.001048	-2.249	-2.6314	-5	-5	-5.69	0
zu:Hilfe	kommen	TRUE	TRUE	FALSE	63	1.04304	0.001343	23.986	7.2184	586	576	199.6	44.56
zu:Konflikt	kommen	FALSE	FALSE	FALSE	32	1.05552	0.000683	17.391	5.1591	308	298	103.27	23.5
zu:Lösung	kommen	FALSE	FALSE	FALSE	42	1.09586	0.000896	21.05	5.961	451	440	143.69	32.33
zu:Ohr	kommen	TRUE	FALSE	TRUE	32	1.46936	0.000684	29.666	5.4649	897	868	175.33	39.05
zu:Recht	kommen	FALSE	FALSE	FALSE	47	0.44908	0.000995	7.409	4.418	56	54	37.67	9.23
zu:Schaden	kommen	TRUE	TRUE	FALSE	124	1.45742	0.002645	57.544	10.7471	3374	3345	670.01	146.77
zu:Schluß	kommen	TRUE	TRUE	FALSE	218	1.39958	0.004638	71.016	14.1765	5138	5114	1100.21	240.33
zu:Sieg	kommen	FALSE	FALSE	FALSE	32	1.16833	0.000683	20.24	5.2729	417	403	120.97	27.33
zu:Streit	kommen	FALSE	FALSE	FALSE	32	1.34259	0.000684	25.332	5.3998	654	633	150.79	33.77
zu:Tod	kommen	TRUE	TRUE	FALSE	44	0.59748	0.000935	9.863	4.9574	99	96	57.17	13.5
zu:Treffen	kommen	FALSE	FALSE	FALSE	35	0.79483	0.000746	12.403	4.9672	157	151	72.33	16.79
zu:Unfall	kommen	FALSE	FALSE	FALSE	98	1.41242	0.002091	48.383	9.5165	2385	2360	502.06	110.27
zu:Urteil	kommen	FALSE	FALSE	FALSE	33	1.16722	0.000705	20.524	5.3537	429	415	124.56	28.12
zu:Veranstaltung	kommen	FALSE	FALSE	FALSE	38	0.75137	0.000809	12.046	5.0717	148	143	71.77	16.68
zu:Wort	kommen	TRUE	FALSE	TRUE	230	1.04835	0.00486	46.167	13.809	2172	2162	734.81	161.06
zu:Zusammenstoß	kommen	FALSE	FALSE	FALSE	66	1.55461	0.00141	47.293	7.8975	2279	2243	400.46	88.03
zu:Zwischenfall	kommen	FALSE	FALSE	FALSE	39	1.45107	0.000833	32.02	6.024	1044	1017	209.12	46.44
zwischen:Jahr	kommen	FALSE	FALSE	FALSE	46	0.24279	0.000969	3.841	2.9045	15	14	12.32	3.56
zwischen:Uhr	kommen	FALSE	FALSE	FALSE	36	-0.08375	0.000751	-1.159	-1.2761	-1	-1	-1.45	0.05
über:Lippe	kommen	TRUE	FALSE	TRUE	35	1.17876	0.000747	21.461	5.5241	469	455	134.16	30.21
über:Runde	kommen	TRUE	TRUE	FALSE	127	1.28136	0.002705	46.692	10.6798	2221	2203	555.36	121.94
mit:Wort	kommentieren	FALSE	FALSE	FALSE	54	1.84888	0.0273	60.875	7.2444	3709	3639	356.22	78.6
mit:Problem	konfrontieren	FALSE	FALSE	FALSE	43	2.208	0.035145	82.801	6.5168	6859	6700	355.12	78.31
ab:Mark	kosten	FALSE	FALSE	FALSE	52	1.9809	0.011654	69.805	7.1357	4881	4787	380.5	83.84
als:Mark	kosten	FALSE	FALSE	FALSE	109	1.6336	0.021584	66.88	10.1976	4482	4440	616.17	135.19
an:Abendkasse	kosten	FALSE	FALSE	FALSE	58	2.05626	0.013028	80.54	7.5489	6498	6386	446.41	98.17
für:Erwachsene	kosten	FALSE	FALSE	FALSE	88	1.98672	0.019258	91.432	9.2841	8375	8279	646.84	141.79
für:Kind	kosten	FALSE	FALSE	FALSE	77	0.89252	0.010673	21.379	7.6511	458	452	183.51	41.13
für:Mark	kosten	FALSE	FALSE	FALSE	70	1.00297	0.011015	23.911	7.5356	573	564	198.66	44.41
für:Schüler	kosten	FALSE	FALSE	FALSE	30	1.56728	0.006606	32.38	5.3289	1050	1015	160.07	35.87
in+:Jahr	kosten	FALSE	FALSE	FALSE	114	0.599	0.008921	15.922	7.989	255	252	145.16	32.82
in+:Monat	kosten	FALSE	FALSE	FALSE	39	1.01748	0.007212	18.214	5.6451	332	323	112.94	25.67
in+:Vorverkauf	kosten	FALSE	FALSE	FALSE	52	1.98909	0.011662	70.481	7.1372	4976	4880	382.63	84.3
in:Jahr	kosten	FALSE	FALSE	FALSE	52	0.16615	0.003519	2.776	2.2924	8	7	6.77	2.27
mit:Mark	kosten	FALSE	FALSE	FALSE	46	0.79737	0.007112	14.277	5.7009	204	199	92.1	21.16
mit:Übernachtung	kosten	FALSE	FALSE	FALSE	32	2.28532	0.007355	78.159	5.6275	6119	5929	284.94	62.94
nach:Angabe	kosten	FALSE	FALSE	FALSE	57	0.48829	0.005834	8.943	5.0971	80	78	51.52	12.3
nach:Schätzung	kosten	FALSE	FALSE	FALSE	48	1.62013	0.010341	43.666	6.7621	1910	1870	268	59.41
pro:Jahr	kosten	FALSE	FALSE	FALSE	46	1.25317	0.009091	27.103	6.4037	736	719	180.08	40.3
pro:Person	kosten	FALSE	FALSE	FALSE	41	1.85784	0.009173	53.61	6.3143	2879	2808	275.19	60.93
pro:Quadratmeter	kosten	FALSE	FALSE	FALSE	34	1.43423	0.007279	29.28	5.6164	859	833	160.67	36.03
um:Uhr	kosten	FALSE	FALSE	FALSE	115	0.41384	0.006609	10.61	6.5885	113	112	78.64	18.3
von:Mark	kosten	FALSE	FALSE	FALSE	69	0.43715	0.005872	8.719	5.2708	76	75	51.69	12.35
von:Uhr	kosten	FALSE	FALSE	FALSE	42	0.40743	0.004587	6.305	3.9445	40	38	27.82	7.05
zwischen:Mark	kosten	FALSE	FALSE	FALSE	164	1.96796	0.034004	122.095	12.6684	14936	14844	1191.61	260.22
über:Mark	kosten	FALSE	FALSE	FALSE	48	1.17434	0.009142	24.986	6.4645	626	612	171.31	38.41
in:Griff	kriegen	TRUE	TRUE	FALSE	53	2.43719	0.051506	119.989	7.2535	14403	14132	495.19	108.77
in:Zusammenhang	kritisieren	FALSE	FALSE	FALSE	39	1.18047	0.009147	22.705	5.8328	516	502	140.03	31.57
von:Erfolg	krönen	TRUE	FALSE	TRUE	33	3.24929	0.096491	241.913	5.7413	58530	56769	436.12	95.81
gegen:Abstieg	kämpfen	FALSE	FALSE	FALSE	34	2.16916	0.010655	70.367	5.7915	4958	4812	278.72	61.64
mit:Problem	kämpfen	FALSE	FALSE	FALSE	50	1.68626	0.014209	48.259	6.9254	2332	2285	293.62	64.99
seit:Jahr	kämpfen	FALSE	FALSE	FALSE	68	0.68059	0.007625	14.286	6.5257	205	201	106.22	24.28
um+:Überleben	kämpfen	FALSE	FALSE	FALSE	56	2.39752	0.017563	117.79	7.4534	13892	13644	526.21	115.46
um:Belang	kümmern	FALSE	FALSE	FALSE	38	2.77642	0.018005	150.444	6.1541	22652	22059	432.85	95.04
um:Kind	kümmern	FALSE	FALSE	FALSE	95	2.481	0.041961	169.014	9.7146	28591	28290	923.72	201.9
um:Mensch	kümmern	FALSE	FALSE	FALSE	38	2.29012	0.017344	85.648	6.1328	7342	7149	331.83	73.2
um:Problem	kümmern	FALSE	FALSE	FALSE	40	2.18564	0.017925	77.805	6.2833	6059	5907	328.67	72.54
um:Mark	kürzen	FALSE	FALSE	FALSE	46	1.87614	0.025872	58.028	6.6921	3370	3296	309.04	68.32
um:Prozent	kürzen	FALSE	FALSE	FALSE	60	1.5691	0.017503	45.893	7.537	2109	2073	319.67	70.68
von:Mark	kürzen	FALSE	FALSE	FALSE	43	0.97609	0.005229	18.042	5.8646	327	318	117.44	26.67
ab:Uhr	laden	FALSE	FALSE	FALSE	206	1.07527	0.02188	45.334	13.1458	2063	2052	650.41	142.74
an+:Dienstag	laden	FALSE	FALSE	FALSE	60	0.31557	0.004867	5.753	4.0005	33	32	25.38	6.52
an+:Donnerstag	laden	FALSE	FALSE	FALSE	76	0.41265	0.006118	8.599	5.3468	74	73	51.56	12.33
an+:Freitag	laden	FALSE	FALSE	FALSE	99	0.50862	0.007767	12.33	6.8653	153	151	96.03	22.09
an+:Mittwoch	laden	FALSE	FALSE	FALSE	82	0.44669	0.006611	9.73	5.8178	95	93	63.78	15.02
an+:Montag	laden	FALSE	FALSE	FALSE	63	0.32596	0.005036	6.098	4.1901	37	36	28.24	7.16
an+:Samstag	laden	FALSE	FALSE	FALSE	274	0.94199	0.021236	43.367	14.6611	1890	1883	712.91	156.36
an+:Sonntag	laden	FALSE	FALSE	FALSE	156	0.73015	0.012647	23.561	10.1651	558	553	273.34	60.76
für:Dienstag	laden	FALSE	FALSE	FALSE	61	1.9171	0.011549	70.134	7.7157	4929	4848	428.86	94.37
für:Donnerstag	laden	FALSE	FALSE	FALSE	98	2.02326	0.018388	100.718	9.8057	10165	10061	741.89	162.44
für:Freitag	laden	FALSE	FALSE	FALSE	90	1.98254	0.016881	92.013	9.3881	8484	8389	662.57	145.2
für:Mittwoch	laden	FALSE	FALSE	FALSE	81	1.96265	0.015231	85.272	8.9019	7287	7196	588.1	129.01
für:Montag	laden	FALSE	FALSE	FALSE	73	1.97099	0.013793	81.75	8.4527	6697	6605	533.03	117.03
für:Samstag	laden	FALSE	FALSE	FALSE	219	2.07998	0.039445	160.91	14.6756	25949	25829	1724.83	376.04
für:Sonntag	laden	FALSE	FALSE	FALSE	142	2.0444	0.026211	124.282	11.8088	15479	15369	1091.05	238.33
in+:Bürgerhaus	laden	FALSE	FALSE	FALSE	126	1.18914	0.017673	41.277	10.4988	1709	1694	459.13	101.11
in+:Haus	laden	FALSE	FALSE	FALSE	32	0.59168	0.004482	8.317	4.2084	69	66	39.78	9.67
in:Gaststätte	laden	FALSE	FALSE	FALSE	37	1.366	0.006733	28.054	5.8209	789	767	163.67	36.7
in:Stadthalle	laden	FALSE	FALSE	FALSE	43	1.15499	0.007353	23.053	6.0985	533	519	149.97	33.75
um:Uhr	laden	FALSE	FALSE	FALSE	363	0.83927	0.019949	42.822	16.294	1847	1841	795.43	174.33
unter:Motto	laden	FALSE	FALSE	FALSE	55	1.03813	0.008657	22.26	6.7369	497	487	164.27	36.89
von:Uhr	laden	FALSE	FALSE	FALSE	107	0.73978	0.010751	19.829	8.4608	395	390	191.04	42.81
zu+:Jahreshauptversammlung	laden	FALSE	FALSE	FALSE	39	1.95222	0.007491	58.448	6.1753	3423	3335	280.96	62.16
zu+:Sommerfest	laden	FALSE	FALSE	FALSE	39	2.18147	0.007555	76.454	6.2039	5857	5707	327.62	72.26
zu+:Weihnachtsfeier	laden	FALSE	FALSE	FALSE	32	2.13458	0.006206	65.564	5.6154	4307	4173	260.69	57.69
zu:Diskussion	laden	FALSE	FALSE	FALSE	37	1.85758	0.00708	50.912	5.9983	2597	2527	249.15	55.25
zu:Vortrag	laden	FALSE	FALSE	FALSE	33	2.09556	0.00639	63.612	5.6985	4055	3932	262.01	57.99
auf:Deponie	landen	FALSE	FALSE	FALSE	41	2.09263	0.017311	70.662	6.3514	4998	4876	318.59	70.36
auf:Flughafen	landen	FALSE	FALSE	FALSE	49	1.94954	0.019627	65.308	6.9214	4269	4182	347.31	76.64
auf:Platz	landen	FALSE	FALSE	FALSE	128	1.48183	0.027583	60.25	10.9407	3637	3607	632.62	138.8
auf:Rang	landen	FALSE	FALSE	FALSE	72	1.66673	0.023369	56.569	8.3025	3204	3159	415.67	91.57
an+:Dienstag	lassen	FALSE	FALSE	FALSE	33	-0.4571	0.001384	-6.329	-10.7128	-40	-40	-53.99	0
an+:Donnerstag	lassen	FALSE	FALSE	FALSE	41	-0.36841	0.001713	-5.596	-8.5525	-32	-31	-40.26	0
an+:Ende	lassen	FALSE	FALSE	FALSE	36	-0.04359	0.001831	-0.602	-0.6335	0	0	-0.38	0.13
an+:Freitag	lassen	FALSE	FALSE	FALSE	50	-0.30108	0.002061	-5.001	-7.0728	-25	-25	-30.94	0
an+:Mittwoch	lassen	FALSE	FALSE	FALSE	39	-0.38909	0.001631	-5.784	-9.0527	-34	-33	-43.5	0
an+:Montag	lassen	FALSE	FALSE	FALSE	36	-0.43011	0.001498	-6.188	-10.1533	-39	-38	-50.9	0
an+:Samstag	lassen	FALSE	FALSE	FALSE	40	-0.40673	0.001638	-6.142	-9.8102	-38	-37	-49.53	0
an+:Sonntag	lassen	FALSE	FALSE	FALSE	65	-0.16309	0.002725	-3.045	-3.6745	-9	-9	-10.52	0
an+:Wochenende	lassen	FALSE	FALSE	FALSE	37	-0.05785	0.001864	-0.811	-0.8667	-1	-1	-0.69	0.09
auf:Platz	lassen	FALSE	FALSE	FALSE	34	0.02313	0.001782	0.311	0.3024	0	0	0.1	0.4
auf:Weg	lassen	FALSE	FALSE	FALSE	30	-0.01627	0.001579	-0.205	-0.2091	0	0	-0.04	0.22
auf:Weise	lassen	FALSE	FALSE	FALSE	36	0.28074	0.001994	3.946	2.8565	16	15	12.38	3.57
aus:Auge	lassen	TRUE	FALSE	TRUE	31	1.1496	0.001847	19.434	5.1732	380	367	109.1	24.79
für:Mark	lassen	FALSE	FALSE	FALSE	32	0.07621	0.001714	0.994	0.9104	1	1	0.94	0.74
in+:Jahr	lassen	FALSE	FALSE	FALSE	77	-0.15822	0.003069	-3.215	-3.857	-10	-10	-11.69	0
in+:Land	lassen	FALSE	FALSE	FALSE	50	0.42401	0.00277	7.181	4.4074	52	50	35.67	8.8
in+:Osten	lassen	FALSE	FALSE	FALSE	34	0.14575	0.001841	1.966	1.6624	4	4	3.46	1.45
in+:Stich	lassen	TRUE	FALSE	TRUE	165	1.78507	0.00981	98.649	12.6345	9796	9736	1107.26	241.83
in:Deutschland	lassen	FALSE	FALSE	FALSE	59	-0.03866	0.002738	-0.684	-0.7152	0	0	-0.49	0.11
in:Frankfurt	lassen	FALSE	FALSE	FALSE	64	-0.1042	0.002803	-1.924	-2.1692	-4	-4	-4.03	0.01
in:Hand	lassen	FALSE	FALSE	FALSE	33	0.14199	0.00179	1.887	1.6021	4	3	3.2	1.38
in:Jahr	lassen	FALSE	FALSE	FALSE	114	-0.07976	0.004208	-1.964	-2.1525	-4	-4	-4.13	0.01
in:Land	lassen	FALSE	FALSE	FALSE	31	-0.09114	0.001587	-1.171	-1.3	-1	-1	-1.48	0.05
in:Minute	lassen	FALSE	FALSE	FALSE	40	0.18578	0.00215	2.726	2.2012	7	7	6.43	2.18
in:Richtung	lassen	FALSE	FALSE	FALSE	31	-0.05192	0.001608	-0.666	-0.7071	0	0	-0.46	0.11
in:Ruhe	lassen	TRUE	TRUE	FALSE	84	1.20849	0.004938	34.566	8.5981	1203	1188	318.21	70.41
in:Sache	lassen	FALSE	FALSE	FALSE	32	0.29023	0.001791	3.851	2.7572	15	14	11.68	3.4
in:Zeit	lassen	FALSE	FALSE	FALSE	50	0.01644	0.002464	0.268	0.2626	0	0	0.07	0.38
in:Zukunft	lassen	FALSE	FALSE	FALSE	32	0.05204	0.001704	0.678	0.6388	0	0	0.45	0.57
mit:Hilfe	lassen	FALSE	FALSE	FALSE	33	0.22976	0.001823	3.075	2.36	10	9	7.87	2.52
nach:Angabe	lassen	FALSE	FALSE	FALSE	30	-0.37727	0.001359	-4.909	-7.5795	-24	-24	-31.12	0
nach:Ansicht	lassen	FALSE	FALSE	FALSE	47	0.22798	0.002508	3.64	2.8	13	13	11.05	3.27
seit:Jahr	lassen	FALSE	FALSE	FALSE	54	-0.14909	0.002407	-2.535	-3.0098	-6	-6	-7.22	0
um:Prozent	lassen	FALSE	FALSE	FALSE	31	-0.04882	0.001609	-0.626	-0.6625	0	0	-0.41	0.12
um:Uhr	lassen	FALSE	FALSE	FALSE	61	-0.44834	0.002053	-8.426	-14.118	-72	-71	-95.42	0
von:Mark	lassen	FALSE	FALSE	FALSE	74	-0.11928	0.003076	-2.37	-2.7191	-6	-5	-6.18	0
vor:Jahr	lassen	FALSE	FALSE	FALSE	62	-0.05854	0.002813	-1.062	-1.1361	-1	-1	-1.19	0.06
zu+:Beispiel	lassen	FALSE	FALSE	FALSE	52	0.09035	0.002621	1.503	1.3545	2	2	2.12	1.1
zu+:Verfügung	lassen	TRUE	TRUE	FALSE	31	-0.2012	0.001521	-2.603	-3.2809	-7	-6	-7.87	0
zu:Haus	lassen	FALSE	FALSE	FALSE	53	0.32999	0.002864	5.666	3.8749	32	31	24.36	6.29
ab:Uhr	laufen	FALSE	FALSE	FALSE	51	0.3545	0.004656	5.993	3.9844	36	35	26.51	6.77
an+:Dienstag	laufen	FALSE	FALSE	FALSE	34	-0.04558	0.002452	-0.612	-0.6452	0	0	-0.39	0.12
an+:Donnerstag	laufen	FALSE	FALSE	FALSE	45	0.07058	0.003224	1.091	1.0062	1	1	1.13	0.81
an+:Freitag	laufen	FALSE	FALSE	FALSE	60	0.17666	0.0042	3.173	2.5888	10	10	8.77	2.75
an+:Montag	laufen	FALSE	FALSE	FALSE	31	-0.09649	0.002207	-1.24	-1.3852	-2	-1	-1.66	0.04
an+:Samstag	laufen	FALSE	FALSE	FALSE	59	0.16062	0.004086	2.857	2.3747	8	8	7.21	2.38
an+:Sonntag	laufen	FALSE	FALSE	FALSE	53	0.14683	0.003821	2.473	2.0884	6	6	5.46	1.96
auf:Grund	laufen	FALSE	FALSE	FALSE	34	1.24247	0.004852	22.982	5.4973	530	513	131.91	29.78
auf:Hochtour	laufen	TRUE	FALSE	TRUE	113	2.34176	0.016781	156.832	10.5818	24662	24443	1076.81	235.06
auf:Straße	laufen	FALSE	FALSE	FALSE	49	0.57074	0.005351	9.876	5.1191	98	95	57.47	13.59
auf:Tour	laufen	TRUE	FALSE	TRUE	39	1.48936	0.005671	33.567	6.0426	1130	1100	195.16	43.54
aus:Ruder	laufen	FALSE	FALSE	FALSE	30	2.22142	0.004498	70.251	5.4443	4948	4784	262.67	58.05
bis:Ende	laufen	FALSE	FALSE	FALSE	52	1.07461	0.006957	22.756	6.6038	519	509	163.64	36.75
in+:Jahr	laufen	FALSE	FALSE	FALSE	52	0.06985	0.003441	1.161	1.0713	1	1	1.28	0.86
in+:Leere	laufen	TRUE	FALSE	TRUE	35	1.76738	0.005185	44.487	5.815	1984	1927	221.62	49.25
in:Frankfurt	laufen	FALSE	FALSE	FALSE	39	0.07925	0.003033	1.141	1.0416	1	1	1.23	0.84
in:Jahr	laufen	FALSE	FALSE	FALSE	50	-0.03913	0.002922	-0.637	-0.6667	0	0	-0.42	0.12
in:Minute	laufen	FALSE	FALSE	FALSE	33	0.50079	0.003824	6.997	3.9313	49	47	31.11	7.76
in:Richtung	laufen	FALSE	FALSE	FALSE	35	0.39935	0.00376	5.634	3.5573	32	30	22.39	5.83
nach:Angabe	laufen	FALSE	FALSE	FALSE	36	0.10047	0.002974	1.391	1.2392	2	2	1.8	1
nach:Plan	laufen	FALSE	FALSE	FALSE	68	1.65978	0.009826	54.517	8.0657	2980	2936	395.18	87.09
seit:Jahr	laufen	FALSE	FALSE	FALSE	40	0.11914	0.003211	1.74	1.5174	3	3	2.77	1.27
um:Uhr	laufen	FALSE	FALSE	FALSE	163	0.37708	0.00826	11.437	7.409	132	130	94.89	21.88
von:Uhr	laufen	FALSE	FALSE	FALSE	91	0.55497	0.00792	13.036	6.8814	171	168	102.05	23.4
zu+:Zeit	laufen	FALSE	FALSE	FALSE	55	0.60792	0.005957	11.25	5.587	127	124	71.57	16.69
an+:Dienstag	lauten	FALSE	FALSE	FALSE	32	0.39788	0.003376	5.366	3.3938	29	27	20.35	5.36
an+:Mittwoch	lauten	FALSE	FALSE	FALSE	31	0.37955	0.003244	5.022	3.2443	25	24	18.15	4.87
um:Uhr	lauten	FALSE	FALSE	FALSE	64	0.44086	0.00417	8.474	5.1011	72	70	48.75	11.7
als:Jahr	leben	FALSE	FALSE	FALSE	47	0.94817	0.005604	18.122	6.0832	330	322	122.91	27.87
auf:Straße	leben	FALSE	FALSE	FALSE	41	0.4408	0.004096	6.782	4.0826	46	44	31.13	7.78
in+:Exil	leben	FALSE	FALSE	FALSE	38	1.57765	0.004961	36.904	6.0014	1366	1329	206.37	45.97
in+:Haus	leben	FALSE	FALSE	FALSE	31	0.4109	0.003253	5.467	3.4061	30	28	20.84	5.47
in+:Jahr	leben	FALSE	FALSE	FALSE	39	-0.10761	0.002443	-1.551	-1.756	-2	-2	-2.62	0.02
in+:Kreis	leben	FALSE	FALSE	FALSE	32	0.46151	0.003417	6.298	3.7022	40	38	26.27	6.68
in:Armut	leben	FALSE	FALSE	FALSE	42	2.07832	0.005564	70.331	6.4266	4961	4843	335.52	73.97
in:Berlin	leben	FALSE	FALSE	FALSE	43	0.57773	0.004566	9.381	4.8236	88	86	51.47	12.26
in:Bundesrepublik	leben	FALSE	FALSE	FALSE	84	1.00419	0.009438	26.239	8.2574	691	682	239.53	53.32
in:Deutschland	leben	FALSE	FALSE	FALSE	201	0.83972	0.016182	31.887	12.1269	1022	1016	438.44	96.68
in:Dorf	leben	FALSE	FALSE	FALSE	31	1.26383	0.003987	22.556	5.2645	510	493	123.39	27.9
in:Frankfurt	leben	FALSE	FALSE	FALSE	176	0.68118	0.012837	23.007	10.5022	532	528	276.32	61.42
in:Friede	leben	FALSE	FALSE	FALSE	33	1.8938	0.004365	50.185	5.6712	2526	2449	230.8	51.22
in:Haus	leben	FALSE	FALSE	FALSE	44	0.88226	0.005196	15.915	5.7634	254	248	103.16	23.56
