id	word1	pos1	word2	pos2	O11	O12	O21	O22
14344	patterns	N	.	.	6	37	45467	864258
14345	patterns	N	of	I	16	27	35483	874242
14346	paul	Y	bang-jensen	Y	6	31	18	909713
14347	paused	V	to	T	6	18	24793	884951
14348	paxton	Y	.	.	5	2	45468	864293
14349	pay	V	.	.	6	107	45467	864188
14350	pay	V	for	I	23	90	7988	901667
14351	pay	V	her	P	5	108	1082	908573
14352	pay	V	off	I	6	107	319	909336
14353	pay	V	the	D	14	99	58330	851325
14354	payment	N	.	.	5	43	45468	864252
14355	payment	N	of	I	13	35	35486	874234
14356	payment	N	shall	M	8	40	227	909493
14357	payments	N	shall	M	5	35	230	909498
14358	payroll	N	tax	N	5	8	175	909580
14359	pbs	Y	for	I	6	1	8005	901756
14360	peace	N	.	.	12	97	45461	864198
14361	peace	N	and	C	22	87	20559	889100
14362	peace	N	of	I	6	103	35493	874166
14363	peace	N	with	I	12	97	6265	903394
14364	peace	Y	corps	Y	52	10	31	909675
14365	peaceful	J	and	C	5	16	20576	889171
14366	peaceful	J	coexistence	N	8	13	3	909744
14367	pearson	Y	city	Y	5	5	120	909638
14368	peculiar	J	to	T	5	22	24794	884947
14369	pedersen	Y	kid	N	7	3	56	909702
14370	penalty	N	for	I	6	6	8005	901751
14371	pencil	N	.	.	6	26	45467	864269
14372	pennsylvania	Y	.	.	5	25	45468	864270
14373	pennsylvania	Y	avenue	Y	6	24	33	909705
14374	pension	N	plan	N	5	6	148	909609
14375	people	N	.	.	74	644	45399	863651
14376	people	N	and	C	18	700	20563	888487
14377	people	N	are	V	25	693	4069	904981
14378	people	N	do	V	13	705	1548	907502
14379	people	N	from	I	7	711	4004	905046
14380	people	N	have	V	12	706	3783	905267
14381	people	N	i	P	5	713	2607	906443
14382	people	N	in	I	37	681	17950	891100
14383	people	N	like	I	5	713	821	908229
14384	people	N	of	I	47	671	35452	873598
14385	people	N	on	I	5	713	5790	903260
14386	people	N	think	V	5	713	417	908633
14387	people	N	to	T	28	690	24771	884279
14388	people	N	were	V	21	697	3136	905914
14389	people	N	who	W	62	656	1544	907506
14390	people	N	will	M	11	707	1948	907102
14391	people	N	with	I	8	710	6269	902781
14392	people	N	would	M	7	711	2660	906390
14393	peoples	N	and	C	5	28	20576	889159
14394	peoples	N	of	I	6	27	35493	874242
14395	per	I	capita	N	16	350	0	909402
14396	per	I	cent	N	144	222	10	909392
14397	per	I	centum	N	6	360	0	909402
14398	per	I	day	N	21	345	594	908808
14399	per	I	head	N	20	346	181	909221
14400	per	I	hour	N	6	360	139	909263
14401	per	I	kilometer	N	5	361	3	909399
14402	per	I	mile	N	8	358	34	909368
14403	per	I	month	N	7	359	123	909279
14404	per	I	pound	N	16	350	9	909393
14405	per	I	ton	N	7	359	6	909396
14406	per	I	year	N	14	352	682	908720
14407	percent	N	.	.	6	43	45467	864252
14408	percent	N	of	I	21	28	35478	874241
14409	percentage	N	of	I	27	18	35472	874251
14410	perception	N	of	I	8	10	35491	874259
14411	perfect	J	.	.	6	46	45467	864249
14412	perform	V	the	D	6	17	58338	851407
14413	performance	N	.	.	21	89	45452	864206
14414	performance	N	of	I	23	87	35476	874182
14415	performances	N	of	I	8	20	35491	874249
14416	performed	G	by	I	7	14	4761	904986
14417	performed	V	the	D	5	6	58339	851418
14418	perhaps	R	a	D	14	245	20224	889285
14419	perhaps	R	because	I	5	254	559	908950
14420	perhaps	R	even	R	8	251	722	908787
14421	perhaps	R	he	P	7	252	5004	904505
14422	perhaps	R	it	P	14	245	5857	903652
14423	perhaps	R	one	C	6	253	1999	907510
14424	perhaps	R	the	D	33	226	58311	851198
14425	perhaps	R	there	E	5	254	968	908541
14426	perhaps	R	this	D	9	250	3702	905807
14427	perhaps	R	you	P	7	252	2642	906867
14428	period	N	.	.	37	185	45436	864110
14429	period	N	and	C	5	217	20576	888970
14430	period	N	for	I	5	217	8006	901540
14431	period	N	from	I	8	214	4003	905543
14432	period	N	in	I	11	211	17976	891570
14433	period	N	is	V	5	217	9409	900137
14434	period	N	of	I	73	149	35426	874120
14435	period	N	to	T	5	217	24794	884752
14436	periods	N	.	.	6	36	45467	864259
14437	periods	N	of	I	18	24	35481	874245
14438	permission	N	of	I	5	21	35494	874248
14439	permission	N	to	T	15	11	24784	884958
14440	permit	V	the	D	12	49	58332	851375
14441	permits	V	the	D	6	16	58338	851408
14442	permitted	G	.	.	5	32	45468	864263
14443	permitted	G	to	T	22	15	24777	884954
14444	person	N	.	.	13	141	45460	864154
14445	person	N	in	I	10	144	17977	891637
14446	person	N	of	I	9	145	35490	874124
14447	person	N	or	C	7	147	3131	906483
14448	person	N	to	T	7	147	24792	884822
14449	person	N	who	W	15	139	1591	908023
14450	person	N	with	I	6	148	6271	903343
14451	personal	J	and	C	6	174	20575	889013
14452	personal	J	experience	N	5	175	216	909372
14453	personal	J	property	N	17	163	129	909459
14454	personnel	N	.	.	13	51	45460	864244
14455	personnel	N	and	C	5	59	20576	889128
14456	persons	N	.	.	10	95	45463	864200
14457	persons	N	in	I	12	93	17975	891688
14458	persons	N	who	W	11	94	1595	908068
14459	persuade	V	the	D	5	10	58339	851414
14460	persuaded	G	to	T	7	8	24792	884961
14461	pertinent	J	to	T	8	12	24791	884957
14462	peter	Y	marshall	Y	6	36	18	909708
14463	petitioner	N	was	V	7	21	9332	900408
14464	phase	N	.	.	9	54	45464	864241
14465	phase	N	of	I	28	35	35471	874234
14466	phases	N	of	I	16	7	35483	874262
14467	phenomenon	N	.	.	5	24	45468	864271
14468	phenomenon	N	of	I	6	23	35493	874246
14469	phil	Y	.	.	8	53	45465	864242
14470	phil	Y	rossoff	Y	5	56	0	909707
14471	phil	Y	said	V	6	55	1721	907986
14472	philadelphia	Y	.	.	9	31	45464	864264
14473	philip	Y	spencer	Y	5	18	16	909729
14474	philosophy	N	.	.	6	59	45467	864236
14475	philosophy	N	and	C	5	60	20576	889127
14476	philosophy	N	as	I	6	59	4721	904982
14477	philosophy	N	is	V	6	59	9408	900295
14478	philosophy	N	of	I	15	50	35484	874219
14479	phone	N	.	.	6	33	45467	864262
14480	phone	N	and	C	6	33	20575	889154
14481	phosphor	N	screen	N	5	8	36	909719
14482	phrases	N	of	I	5	10	35494	874259
14483	physical	J	and	C	10	107	20571	889080
14484	physical	J	constants	N	5	112	3	909648
14485	physiological	J	and	C	5	16	20576	889171
14486	pick	V	up	I	10	40	873	908845
14487	pick	V	up	R	16	34	941	908777
14488	picked	G	up	I	7	18	876	908867
14489	picked	G	up	R	9	16	948	908795
14490	picked	V	up	I	13	37	870	908848
14491	picked	V	up	R	20	30	937	908781
14492	picture	N	.	.	15	127	45458	864168
14493	picture	N	in	I	6	136	17981	891645
14494	picture	N	is	V	8	134	9406	900220
14495	picture	N	of	I	44	98	35455	874171
14496	picture	N	plane	N	5	137	97	909529
14497	picture	N	was	V	5	137	9334	900292
14498	pictures	N	.	.	7	53	45466	864242
14499	pictures	N	and	C	6	54	20575	889133
14500	pictures	N	of	I	14	46	35485	874223
14501	piece	N	.	.	6	108	45467	864187
14502	piece	N	of	I	68	46	35431	874223
14503	pieces	N	.	.	15	66	45458	864229
14504	pieces	N	and	C	8	73	20573	889114
14505	pieces	N	of	I	23	58	35476	874211
14506	pile	N	of	I	10	6	35489	874263
14507	pilot	N	plant	N	9	29	97	909633
14508	pint	N	of	I	7	6	35492	874263
14509	pioneer	N	in	I	5	12	17982	891769
14510	pistol	N	.	.	6	17	45467	864278
14511	pitch	N	of	I	5	13	35494	874256
14512	place	N	.	.	54	343	45419	863952
14513	place	N	and	C	5	392	20576	888795
14514	place	N	at	I	12	385	4618	904753
14515	place	N	for	I	28	369	7983	901388
14516	place	N	in	I	52	345	17935	891436
14517	place	N	is	V	12	385	9402	899969
14518	place	N	like	I	5	392	821	908550
14519	place	N	of	I	39	358	35460	873911
14520	place	N	on	I	7	390	5788	903583
14521	place	N	the	D	5	392	58339	851032
14522	place	N	to	T	27	370	24772	884599
14523	place	N	was	V	9	388	9330	900041
14524	place	N	where	W	18	379	587	908784
14525	place	N	with	I	5	392	6272	903099
14526	place	V	a	D	9	57	20229	889473
14527	place	V	the	D	11	55	58333	851369
14528	placed	G	at	I	6	88	4624	905050
14529	placed	G	in	I	25	69	17962	891712
14530	placed	G	on	I	18	76	5777	903897
14531	placed	V	the	D	6	17	58338	851407
14532	placement	N	of	I	6	9	35493	874260
14533	places	N	.	.	9	62	45464	864233
14534	places	N	and	C	5	66	20576	889121
14535	places	N	of	I	5	66	35494	874203
14536	places	N	to	T	5	66	24794	884903
14537	places	N	where	W	5	66	600	909097
14538	placing	G	the	D	5	19	58339	851405
14539	plan	N	.	.	17	128	45456	864167
14540	plan	N	and	C	5	140	20576	889047
14541	plan	N	for	I	12	133	7999	901624
14542	plan	N	is	V	9	136	9405	900218
14543	plan	N	must	M	6	139	955	908668
14544	plan	N	of	I	8	137	35491	874132
14545	plan	N	to	T	11	134	24788	884835
14546	plan	N	was	V	6	139	9333	900290
14547	plan	N	would	M	5	140	2662	906961
14548	plan	V	to	T	14	14	24785	884955
14549	plane	N	.	.	15	86	45458	864209
14550	plane	N	of	I	21	80	35478	874189
14551	plane	N	was	V	6	95	9333	900334
14552	planned	G	for	I	6	39	8005	901718
14553	planned	G	to	T	12	33	24787	884936
14554	planned	V	to	T	5	13	24794	884956
14555	planning	G	division	N	6	28	60	909674
14556	planning	G	to	T	9	25	24790	884944
14557	planning	N	.	.	14	52	45459	864243
14558	planning	N	and	C	9	57	20572	889130
14559	plans	N	.	.	9	81	45464	864214
14560	plans	N	and	C	5	85	20576	889102
14561	plans	N	for	I	25	65	7986	901692
14562	plans	N	to	T	13	77	24786	884892
14563	plans	N	were	V	5	85	3152	906526
14564	plans	V	to	T	7	4	24792	884965
14565	plant	N	.	.	14	93	45459	864202
14566	plant	N	and	C	12	95	20569	889092
14567	plant	N	in	I	7	100	17980	891681
14568	plant	N	is	V	5	102	9409	900252
14569	plant	N	was	V	6	101	9333	900328
14570	plants	N	.	.	8	42	45465	864253
14571	plants	N	and	C	6	44	20575	889143
14572	plaster	N	board	N	6	12	171	909579
14573	plastics	N	.	.	5	22	45468	864273
14574	platform	N	.	.	7	61	45466	864234
14575	platform	N	is	V	15	53	9399	900301
14576	plato	Y	and	C	6	26	20575	889161
14577	play	N	.	.	15	57	45458	864238
14578	play	N	for	I	5	67	8006	901690
14579	play	N	of	I	5	67	35494	874202
14580	play	V	a	D	13	83	20225	889447
14581	play	V	for	I	5	91	8006	901666
14582	play	V	the	D	12	84	58332	851340
14583	play	V	with	I	13	83	6264	903408
14584	played	G	in	I	5	27	17982	891754
14585	played	V	a	D	7	62	20231	889468
14586	played	V	the	D	10	59	58334	851365
14587	player	Y	was	V	5	29	9334	900400
14588	playing	G	a	D	9	65	20229	889465
14589	playing	G	for	I	5	69	8006	901688
14590	playing	G	the	D	7	67	58337	851357
14591	playing	G	with	I	9	65	6268	903426
14592	playing	N	.	.	5	15	45468	864280
14593	plays	N	.	.	6	20	45467	864275
14594	plays	V	a	D	8	22	20230	889508
14595	pleased	G	to	T	7	19	24792	884950
14596	pleased	G	with	I	9	17	6268	903474
14597	pleasure	N	.	.	8	39	45465	864256
14598	pleasure	N	of	I	5	42	35494	874227
14599	plenty	N	of	I	25	3	35474	874266
14600	plenty	R	of	I	11	9	35488	874260
14601	plus	C	a	D	7	46	20231	889484
14602	plus	C	the	D	9	44	58335	851380
14603	plus	I	the	D	7	7	58337	851417
14604	pocket	N	.	.	13	19	45460	864276
14605	pocket	N	and	C	6	26	20575	889161
14606	poems	N	.	.	6	53	45467	864242
14607	poems	N	are	V	7	52	4087	905622
14608	poet	N	and	C	8	47	20573	889140
14609	poet	Y	.	.	6	28	45467	864267
14610	poetry	N	.	.	16	46	45457	864249
14611	poetry	N	and	C	7	55	20574	889132
14612	poetry	N	is	V	5	57	9409	900297
14613	point	N	.	.	40	267	45433	864028
14614	point	N	and	C	8	299	20573	888888
14615	point	N	at	I	5	302	4625	904836
14616	point	N	for	I	6	301	8005	901456
14617	point	N	in	I	20	287	17967	891494
14618	point	N	is	V	19	288	9395	900066
14619	point	N	of	I	76	231	35423	874038
14620	point	N	on	I	8	299	5787	903674
14621	point	N	that	I	9	298	6131	903330
14622	point	N	to	T	6	301	24793	884668
14623	point	N	where	W	12	295	593	908868
14624	point	V	out	I	8	15	1140	908605
14625	point	V	out	R	5	18	871	908874
14626	pointed	G	out	I	10	7	1138	908613
14627	pointed	V	out	I	14	34	1134	908586
14628	pointed	V	out	R	10	38	866	908854
14629	pointed	V	to	T	5	43	24794	884926
14630	pointing	G	out	I	7	18	1141	908602
14631	pointing	G	to	T	6	19	24793	884950
14632	points	N	.	.	17	93	45456	864202
14633	points	N	for	I	5	105	8006	901652
14634	points	N	in	I	18	92	17969	891689
14635	points	N	of	I	25	85	35474	874184
14636	points	N	on	I	8	102	5787	903871
14637	points	V	out	R	5	11	871	908881
14638	poland	Y	.	.	7	22	45466	864273
14639	police	N	.	.	12	120	45461	864175
14640	police	N	captain	N	5	127	42	909594
14641	police	N	car	N	5	127	240	909396
14642	police	N	have	V	5	127	3790	905846
14643	police	N	said	V	12	120	1715	907921
14644	police	N	station	N	6	126	86	909550
14645	policies	N	.	.	10	54	45463	864241
14646	policies	N	and	C	6	58	20575	889129
14647	policy	N	.	.	35	157	45438	864138
14648	policy	N	for	I	9	183	8002	901574
14649	policy	N	in	I	9	183	17978	891598
14650	policy	N	is	V	11	181	9403	900173
14651	policy	N	of	I	20	172	35479	874097
14652	policy	N	officer	N	8	184	99	909477
14653	policy	N	on	I	8	184	5787	903789
14654	policy	N	or	C	5	187	3133	906443
14655	policy	N	which	W	5	187	2761	906815
14656	policy	N	with	I	6	186	6271	903305
14657	political	J	and	C	17	221	20564	888966
14658	political	J	or	C	6	232	3132	906398
14659	politics	N	.	.	9	40	45464	864255
14660	politics	N	and	C	16	33	20565	889154
14661	polynomial	N	for	I	12	14	7999	901743
14662	pool	N	.	.	14	79	45459	864216
14663	pool	N	is	V	8	85	9406	900269
14664	pool	N	of	I	9	84	35490	874185
14665	poor	J	and	C	5	82	20576	889105
14666	poor	Y	john	Y	11	3	271	909483
14667	pope	Y	.	.	5	25	45468	864270
14668	popular	J	.	.	5	88	45468	864207
14669	popularity	N	of	I	6	8	35493	874261
14670	population	N	.	.	19	102	45454	864193
14671	population	N	in	I	6	115	17981	891666
14672	population	N	of	I	13	108	35486	874161
14673	population	N	was	V	6	115	9333	900314
14674	porch	N	.	.	8	26	45465	864269
14675	porch	N	and	C	6	28	20575	889159
14676	porch	N	of	I	5	29	35494	874240
14677	portion	N	of	I	46	13	35453	874256
14678	portions	N	of	I	10	0	35489	874269
14679	portrait	N	of	I	8	8	35491	874261
14680	portrayal	N	of	I	7	0	35492	874269
14681	portrays	V	the	D	5	0	58339	851424
14682	position	N	.	.	30	169	45443	864126
14683	position	N	and	C	9	190	20572	888997
14684	position	N	at	I	5	194	4625	904944
14685	position	N	in	I	19	180	17968	891601
14686	position	N	is	V	6	193	9408	900161
14687	position	N	of	I	31	168	35468	874101
14688	position	N	on	I	8	191	5787	903782
14689	position	N	to	T	19	180	24780	884789
14690	positions	N	.	.	7	45	45466	864250
14691	positions	N	and	C	5	47	20576	889140
14692	positions	N	in	I	8	44	17979	891737
14693	positions	N	of	I	12	40	35487	874229
14694	possession	N	of	I	12	6	35487	874263
14695	possibilities	N	.	.	5	33	45468	864262
14696	possibilities	N	for	I	7	31	8004	901726
14697	possibilities	N	in	I	5	33	17982	891748
14698	possibilities	N	of	I	12	26	35487	874243
14699	possibility	N	.	.	8	72	45465	864223
14700	possibility	N	is	V	5	75	9409	900279
14701	possibility	N	of	I	39	41	35460	874228
14702	possibility	N	that	I	13	67	6127	903561
14703	possible	J	.	.	46	275	45427	864020
14704	possible	J	and	C	6	315	20575	888872
14705	possible	J	for	I	16	305	7995	901452
14706	possible	J	in	I	5	316	17982	891465
14707	possible	J	that	I	20	301	6120	903327
14708	possible	J	the	D	5	316	58339	851108
14709	possible	J	to	T	70	251	24729	884718
14710	possible	J	with	I	5	316	6272	903175
14711	possibly	R	be	V	6	51	6267	903444
14712	post	N	.	.	9	43	45464	864252
14713	post	N	office	N	8	44	182	909534
14714	post	Y	office	Y	9	8	29	909722
14715	pot	N	.	.	6	15	45467	864280
14716	potato	N	chip	N	5	10	12	909741
14717	potential	J	energy	N	5	34	87	909642
14718	potential	N	of	I	5	15	35494	874254
14719	pound	N	of	I	10	11	35489	874258
14720	pounds	N	.	.	10	27	45463	864268
14721	pounds	N	of	I	6	31	35493	874238
14722	powder	N	.	.	7	16	45466	864279
14723	power	N	.	.	30	251	45443	864044
14724	power	N	and	C	29	252	20552	888935
14725	power	N	for	I	7	274	8004	901483
14726	power	N	in	I	13	268	17974	891513
14727	power	N	of	I	45	236	35454	874033
14728	power	N	over	I	6	275	1007	908480
14729	power	N	to	T	39	242	24760	884727
14730	power	N	which	W	5	276	2761	906726
14731	power	Y	company	Y	6	8	70	909684
14732	powers	N	.	.	13	46	45460	864249
14733	powers	N	of	I	17	42	35482	874227
14734	poynting-robertson	Y	effect	N	5	0	181	909582
14735	pozzatti	Y	and	C	5	0	20576	889187
14736	practical	J	purposes	N	5	59	83	909621
14737	practically	R	all	D	6	47	1893	907822
14738	practically	R	the	D	6	47	58338	851377
14739	practice	N	.	.	9	60	45464	864235
14740	practice	N	and	C	6	63	20575	889124
14741	practice	N	of	I	19	50	35480	874219
14742	practice	N	to	T	5	64	24794	884905
14743	practices	N	.	.	8	34	45465	864261
14744	practices	N	and	C	5	37	20576	889150
14745	practices	N	in	I	6	36	17981	891745
14746	practices	N	of	I	7	35	35492	874234
14747	prairie	Y	du	Y	8	4	55	909701
14748	prayer	N	.	.	5	12	45468	864283
14749	preceding	G	the	D	6	23	58338	851401
14750	precisely	R	the	D	10	33	58334	851391
14751	precisely	R	what	W	5	38	1319	908406
14752	precision	N	.	.	6	30	45467	864265
14753	precision	N	in	I	5	31	17982	891750
14754	prefer	V	to	T	11	15	24788	884954
14755	preferred	V	to	T	6	7	24793	884962
14756	premier	Y	khrushchev	Y	17	7	56	909688
14757	preoccupation	N	with	I	6	1	6271	903490
14758	preoccupied	G	with	I	5	4	6272	903487
14759	preparation	N	.	.	7	38	45466	864257
14760	preparation	N	for	I	10	35	8001	901722
14761	preparation	N	of	I	13	32	35486	874237
14762	prepare	V	for	I	8	24	8003	901733
14763	prepare	V	the	D	8	24	58336	851400
14764	prepared	G	by	I	7	71	4761	904929
14765	prepared	G	for	I	16	62	7995	901695
14766	prepared	G	to	T	31	47	24768	884922
14767	preparing	G	the	D	6	15	58338	851409
14768	presbyterian	Y	church	Y	7	4	109	909648
14769	presence	N	.	.	5	65	45468	864230
14770	presence	N	of	I	41	29	35458	874240
14771	present	J	.	.	13	242	45460	864053
14772	present	J	and	C	9	246	20572	888941
14773	present	J	at	I	6	249	4624	904889
14774	present	J	edition	N	5	250	30	909483
14775	present	J	in	I	20	235	17967	891546
14776	present	J	situation	N	5	250	181	909332
14777	present	J	time	N	8	247	1497	908016
14778	present	N	.	.	13	17	45460	864278
14779	present	V	a	D	8	27	20230	889503
14780	present	V	the	D	6	29	58338	851395
14781	presentation	N	of	I	13	15	35486	874254
14782	presented	G	.	.	6	54	45467	864241
14783	presented	G	at	I	5	55	4625	905083
14784	presented	G	by	I	8	52	4760	904948
14785	presented	G	in	I	7	53	17980	891728
14786	presented	G	to	T	6	54	24793	884915
14787	presents	V	a	D	5	17	20233	889513
14788	preservation	N	of	I	9	6	35490	874263
14789	preserve	V	the	D	8	15	58336	851409
14790	president	N	.	.	12	121	45461	864174
14791	president	N	and	C	8	125	20573	889062
14792	president	N	in	I	6	127	17981	891654
14793	president	N	of	I	55	78	35444	874191
14794	president	Y	.	.	11	230	45462	864065
14795	president	Y	and	C	14	227	20567	888960
14796	president	Y	eisenhower	Y	9	232	46	909481
14797	president	Y	had	V	5	236	4839	904688
14798	president	Y	is	V	5	236	9409	900118
14799	president	Y	kennedy	Y	54	187	102	909425
14800	president	Y	of	I	13	228	35486	874041
14801	president	Y	said	V	9	232	1718	907809
14802	president	Y	would	M	9	232	2658	906869
14803	presidential	J	election	N	5	22	63	909678
14804	press	N	.	.	7	54	45466	864241
14805	press	N	and	C	5	56	20576	889131
14806	press	N	conference	N	12	49	51	909656
14807	press	V	the	D	5	18	58339	851406
14808	pressed	G	against	I	5	9	591	909163
14809	pressure	N	.	.	23	142	45450	864153
14810	pressure	N	and	C	9	156	20572	889031
14811	pressure	N	dialysis	N	6	159	6	909597
14812	pressure	N	exerted	G	5	160	5	909598
14813	pressure	N	from	I	5	160	4006	905597
14814	pressure	N	is	V	8	157	9406	900197
14815	pressure	N	of	I	16	149	35483	874120
14816	pressure	N	on	I	17	148	5778	903825
14817	pressure	N	was	V	5	160	9334	900269
14818	presumed	G	to	T	6	2	24793	884967
14819	pretending	G	to	T	5	7	24794	884962
14820	pretty	J	.	.	5	33	45468	864262
14821	pretty	J	and	C	6	32	20575	889155
14822	pretty	R	good	J	7	54	672	909035
14823	pretty	R	much	R	6	55	509	909198
14824	prevent	V	the	D	24	56	58320	851368
14825	prevented	G	from	I	5	10	4006	905747
14826	prevention	N	of	I	15	9	35484	874260
14827	previous	J	day	N	5	80	610	909073
14828	previous	J	night	N	5	80	402	909281
14829	prevot	Y	had	V	5	4	4839	904920
14830	price	N	.	.	7	84	45466	864211
14831	price	N	for	I	10	81	8001	901676
14832	price	N	is	V	5	86	9409	900268
14833	price	N	of	I	13	78	35486	874191
14834	prices	N	.	.	10	41	45463	864254
14835	pride	N	.	.	5	26	45468	864269
14836	pride	N	and	C	7	24	20574	889163
14837	pride	N	in	I	5	26	17982	891755
14838	primarily	R	for	I	8	54	8003	901703
14839	primarily	R	in	I	6	56	17981	891725
14840	primarily	R	of	I	5	57	35494	874212
14841	primarily	R	to	T	6	56	24793	884913
14842	primary	J	decomposition	N	7	76	6	909679
14843	primary	J	purpose	N	5	78	120	909565
14844	prime	J	minister	N	14	20	30	909704
14845	prime	Y	minister	Y	6	2	10	909750
14846	principal	N	of	I	7	11	35492	874258
14847	principle	N	.	.	8	89	45465	864206
14848	principle	N	in	I	5	92	17982	891689
14849	principle	N	of	I	40	57	35459	874212
14850	principles	N	.	.	5	56	45468	864239
14851	principles	N	and	C	6	55	20575	889132
14852	principles	N	of	I	15	46	35484	874223
14853	prior	R	to	T	39	0	24760	884969
14854	prison	N	.	.	7	30	45466	864265
14855	prison	N	camp	N	6	31	55	909676
14856	private	J	brand	N	5	178	9	909576
14857	private	J	detective	N	18	165	31	909554
14858	private	J	enterprise	N	7	176	24	909561
14859	private	J	eye	N	14	169	89	909496
