author_sex	past_tense	perfect_aspect	present_tense	place_adv	time_adv	pron_1st	pron_2nd	pron_3d	it	nominal	gerund	passives	there	that_compl	wh	inf	that_subj	that_obj	wh_subj	wh_obj	because	prep	adv	downtoners	hedges	discourse_part	modal	contract	phrase_coord	type_token	word_length
FPN	male	67.242	11.704	14.922	1.329	4.127	34.18	1.492	27.862	9	28.445	7.228	1.422	2.145	7.461	0.466	18.209	1.446	3.917	2.145	0.676	1.212	107.881	49.312	2.122	0.769	0.536	13.523	0.326	5.059	0.101	4.65
FPP	male	73.848	1.055	28.367	10.784	6.564	16.294	7.268	44.192	10.433	0.117	2.579	0	3.751	0.234	0.117	6.916	0.117	0	0.117	0	0.821	74.903	68.691	2.227	0	0.117	12.543	14.652	6.564	0.068	3.965
FPR	male	16.367	12.103	46.043	3.372	3.595	1.742	0.022	14.849	5.694	34.834	8.865	2.144	2.233	3.238	0.179	14.358	0.916	0.938	3.684	1.541	1.407	125.491	63.438	3.26	0.514	0.089	10.026	0.022	11.008	0.101	5.123
FPW	male	16.229	4.553	51.867	7.301	6.232	5.062	0.025	12.21	7.173	18.264	6.69	2.951	2.366	2.442	0.178	6.258	0.382	0.56	2.671	0.509	0.305	124.339	53.648	3.027	0.738	0.102	5.266	0.153	8.42	0.101	4.691
FPX	male	79.037	8.543	23.03	6.202	3.347	16.172	14.792	95.139	11.796	7.677	10.672	0.515	1.1	1.802	0.374	16.172	0.234	0.515	1.545	0.14	0.445	78.966	50.343	1.17	0.374	0.913	10.298	17.202	3.417	0.092	4.227
FR0	male	78.593	10.368	33.665	5.469	4.371	19.272	10.897	48.831	12.767	9.555	7.461	0.407	2.379	1.647	0.407	11.547	1.423	0.386	0.346	0.163	0.163	73.064	64.729	1.952	0.813	1.443	9.453	15.125	3.09	0.087	4.448
FR2	male	12.888	14.281	39.58	3.381	2.387	0.636	0	4.893	3.381	36.597	5.688	2.267	1.79	7.001	0.239	10.899	0.716	0.517	1.074	0.159	0.438	110.227	57.48	3.501	0.438	0.04	6.404	0.875	14.758	0.119	5.085
FR3	male	56.778	8.889	33.741	3.961	4.904	52.368	12.332	26.55	10.87	13.864	12.591	0.637	2.004	4.221	0.472	13.393	2.075	1.344	0.66	0.354	0.354	93.466	61.965	1.58	0.472	1.58	11.672	11.224	4.739	0.143	4.435
FR5	female	77.284	9.546	44.057	3.175	4.588	74.936	18.527	25.16	14.874	5.349	9.59	0.696	3.479	2.196	1.087	19.723	0.631	0.544	1.326	0.348	3.197	74.675	75.762	1.979	0.609	0.739	9.894	29.465	5.175	0.058	3.862
FR7	male	21.019	4.4	30.527	1.1	1.768	0.118	0.039	6.954	4.44	40.27	8.093	0.982	0.275	3.3	0.196	13.319	1.886	1.297	1.179	0.354	1.021	135.858	27.541	2.122	0	0	10.569	0.864	13.083	0.098	4.917
FR9	male	37.422	8.799	39.127	2.818	5.314	34.035	4.696	19.403	7.069	11.666	12.532	0.767	1.137	3.114	0.222	14.286	0.618	1.384	1.532	0.371	0.939	95.531	56.108	2.669	0.099	1.038	11.147	1.285	5.364	0.133	4.523
FRA	male	9.276	5.28	61.849	1.47	2.733	3.251	14.329	13.956	10.643	31.018	10.809	1.76	2.899	5.508	0.248	18.346	1.263	1.905	1.222	0.311	0.952	106.264	46.071	2.712	0.311	0.166	20.168	0.663	6.978	0.085	4.642
FRB	male	27.861	7.3	37.429	2.311	2.678	0.281	0.065	10.497	7.473	48.681	7.624	1.879	3.261	5.075	0.216	19.719	1.123	1.317	2.613	0.367	1.469	118.745	42.656	2.009	0.216	0.151	13.758	0.043	9.309	0.082	5.058
FRC	female	78.48	6.462	16.773	4.727	4.308	7.559	6.262	64.46	12.266	5.265	12.625	0.379	3.051	0.878	0.538	9.553	0.399	0.16	1.017	0.279	1.177	89.928	55.624	2.014	0.638	1.256	9.434	4.946	9.593	0.103	4.341
FRD	male	78.323	0	44.418	5.434	5.552	69.226	18.429	41.465	7.324	0	1.654	0	2.245	0.709	0.118	13.94	0.118	0.118	0	0	2.717	64.146	52.924	0.945	0	0.591	4.607	10.986	4.017	0.061	3.729
FRF	male	75.804	10.6	25.855	6.747	7.138	13.612	9.681	59.004	13.71	9.153	14.746	0.333	2.523	1.819	1.232	9.466	1.271	0.176	0.293	0.176	0.313	76.723	72.596	3.833	1.819	1.193	8.86	10.15	5.378	0.081	4.221
FRG	female	13.741	4.471	48.28	1.49	1.819	3.309	0.548	8.174	5.786	33.706	11.769	1.928	1.49	3.638	0.307	13.96	0.175	1.205	4.361	0.986	0.592	127.57	49.858	1.425	0.263	0	8.13	0.614	9.489	0.085	5.258
FRH	female	61.951	8.971	44.433	3.068	4.09	30.985	18.039	45.687	12.811	5.614	12.849	0.463	1.794	2.161	0.675	13.698	0.81	0.984	0.83	0.193	1.351	77.174	55.72	1.158	0.328	1.235	10.225	24.329	2.662	0.085	4.078
FRJ	male	63.644	11.241	22.53	4.018	5.788	11.121	10.332	52.666	12.676	11.935	12.198	0.503	2.727	2.727	0.407	15.307	0.933	0.765	1.268	0.407	0.454	88.111	62.4	2.631	0.981	1.052	13.633	12.867	5.836	0.107	4.315
FRL	female	10.468	3.44	58.325	2.739	2.102	6.561	1.826	7.856	8.047	36.435	11.911	1.954	1.316	4.841	0.234	13.44	1.21	1.168	3.44	0.382	1.656	120.387	43.802	1.04	0.234	0.276	10.489	1.274	9.47	0.083	5.006
FRS	female	64.4	9.755	39.04	4.164	5.334	27.481	14.375	48.478	10.152	6.9	12.789	0.397	1.328	1.467	0.714	14.276	0.357	0.436	1.051	0.297	0.297	75.107	60.137	1.666	0.496	1.348	10.727	22.524	6.047	0.09	4.372
FRT	male	42.099	7.415	24.246	1.457	2.544	2.696	0.261	15.309	6.263	35.423	9.09	1.63	1.848	7.502	0.304	18.831	0.217	1.718	2.653	0.87	1.109	125.362	34.401	1.566	0.348	0.065	10.351	0.239	7.676	0.087	4.879
FRY	male	86.145	4.332	34.575	5.582	7.165	22.911	11.664	38.99	13.997	5.749	5.915	0.167	5.082	0.833	0.417	13.913	0.417	0.167	0.916	0.25	1.083	62.318	51.321	1.416	0.417	1.5	10.247	20.412	6.332	0.068	3.993
FS1	female	60.324	13.266	44.154	2.722	5.786	35.323	23.146	55.666	12.258	5.887	8.629	0.383	1.855	3.71	1.089	19.375	0.302	1.028	0.847	0.262	0.786	71.554	68.348	1.875	0.524	1.27	17.339	25.686	2.843	0.07	4.102
FS3	female	75.677	2.787	31.438	2.351	7.489	35.531	9.492	37.969	8.273	1.306	5.748	0.174	3.658	2.351	0.871	11.582	0.174	0.087	0.348	0.174	0.958	72.89	56.431	1.655	0.174	2.003	8.97	18.898	5.486	0.079	3.915
FS5	female	48.55	6.434	36.517	3.426	3.343	38.606	5.515	29.665	5.599	5.682	16.462	0.418	1.421	1.337	0.334	10.947	0.919	0.418	0.585	0.167	0.084	84.148	51.726	1.755	0.501	0.334	5.097	15.71	6.017	0.226	4.325
FS7	male	18.366	7.483	43.135	1.634	2.627	1.479	0.066	8.896	8.83	54.547	8.852	1.391	2.715	3.62	0.243	19.514	3.532	1.214	1.545	0.331	0.618	130.044	45.475	1.7	0.088	0.088	11.611	0.088	7.241	0.076	5.23
FS8	female	70.176	9.087	38.304	4.06	4.06	19.067	14.931	46.689	12.294	6.545	10.719	0.152	2.542	2.03	0.968	11.535	1.081	0.36	0.645	0.076	0.493	70.233	53.956	0.987	0.892	1.404	11.327	25.194	3.377	0.079	4.117
FSA	male	19.508	2.859	43.191	2.121	1.453	0.023	0	6.457	2.375	37.011	11.322	1.014	3.067	4.588	0.092	7.956	0.669	0.945	1.038	0.046	0.899	113.084	25.873	1.499	0.046	0	9.616	0	11.046	0.061	4.85
FSB	male	89.628	3.253	33.881	3.975	3.975	70.744	10.029	13.462	14.637	0.542	7.86	0.271	4.427	1.355	0.994	11.203	1.175	0.181	0.452	0.09	1.265	61.709	55.385	1.807	0.271	1.084	14.185	19.877	3.975	0.065	3.974
FSC	female	75.124	13.642	27.153	3.654	5.152	18.137	11.644	69.025	10.672	10.225	14.667	0.368	2.103	5.862	0.973	19.688	0.946	1.551	0.71	0.158	0.736	77.542	72.232	2.997	0.999	0.605	12.932	13.195	5.099	0.086	4.281
FSE	male	85.307	9.815	26.817	5.56	5.118	13.689	11.963	43.236	8.551	11.702	4.978	0.482	2.73	6.664	0.562	14.231	0.06	1.044	4.376	0.542	0.361	79.004	56.022	2.549	0.863	1.305	10.437	6.804	3.673	0.08	4.395
FSF	male	87.548	14.141	27.486	3.209	4.609	24.903	13.489	68.316	13.827	8.784	8.929	0.434	2.437	1.641	0.748	12.838	0.82	0.434	1.086	0.097	0.603	72.659	50.676	1.086	0.29	0.82	12.693	25.265	5.261	0.089	4.164
FSN	female	15.147	7.346	66.977	2.327	4.061	19.208	28.698	19.938	6.661	10.95	14.737	0.913	2.19	4.608	0.867	20.577	0.228	0.639	2.829	0.319	1.277	79.615	49.092	1.232	0.274	0.593	20.622	7.163	12.957	0.117	4.454
FSP	female	71.715	9.798	28.942	2.823	5.053	14.779	12.265	63.483	13.997	7.995	14.756	0.641	1.589	3.132	0.474	15.539	1.922	1.684	1.162	0.237	2.064	91.073	58.81	1.779	0.166	0.427	9.892	17.128	4.721	0.107	4.196
FSR	male	68.313	8.689	24.206	7.365	4.117	11.999	7.903	42.825	8.668	11.151	16.758	0.518	1.8	3.103	0.559	14.73	1.614	0.931	1.552	0.434	0.269	87.243	70.796	2.71	0.993	0.683	9.93	11.42	4.2	0.093	4.414
FSS	male	22.184	7.268	44.75	1.165	1.907	1.589	0.381	14.09	12.628	32.037	9.492	1.398	3.623	7.183	0.191	16.018	0.339	2.394	3.115	0.911	1.271	133.846	36.931	2.204	0.148	0.021	15.446	0.805	7.14	0.076	4.605
FSU	male	50.606	4.076	11.488	4.91	4.655	0.185	0.023	17.231	3.173	19.385	5.906	1.645	1.135	1.066	0.162	9.866	0.046	0.672	4.817	0.996	0.255	145.239	28.279	1.251	0.278	0.069	2.316	0	9.704	0.119	5.015
FTT	male	37.38	6.217	30.878	2.862	3.962	5.762	1.137	16.984	5.762	14.785	8.264	2.028	4.815	6.028	0.417	13.06	0.36	0.929	2.256	0.72	0.171	126.109	36.887	1.99	0.36	0.265	7.904	0.512	9.004	0.111	4.606
FTU	male	14.573	4.05	53.1	7.614	5.903	0.114	3.565	6.046	9.211	13.403	10.095	1.597	3.821	1.198	0.171	7.985	1.283	0.342	3.108	0.57	0.342	126.647	50.305	1.711	0.656	0.485	5.789	0.542	7.842	0.131	4.789
FTV	male	5.493	1.954	62.703	1.218	2.551	13.285	0.207	9.837	11.86	38.706	9.975	2.896	3.724	7.654	0.299	15.561	1.931	2.367	0.758	0.483	0.276	110.143	57.853	3.77	0.276	0.138	21.26	0.322	5.195	0.061	4.974
FTW	male	28.193	3.707	25.784	1.689	2.739	2.101	0.515	16.434	6.055	35.669	8.567	2.286	1.009	2.43	0.021	14.416	0.803	2.698	1.853	0.432	0.474	134.087	42.815	2.533	0.371	0.021	4.984	0.103	12.542	0.099	5.264
FTX	male	43.163	7.419	19.839	1.489	3.232	2.613	0.506	21.497	6.604	35.548	9.217	1.658	1.405	3.991	0.141	11.325	0.112	0.927	2.389	0.674	0.253	133.985	36.054	2.557	0.225	0.112	5.199	0.056	12.617	0.111	4.888
FTY	female	10.293	6.47	53.736	2.246	2.7	9.491	1.551	9.598	7.619	37.963	12.405	1.123	3.449	4.785	0.267	17.404	1.257	1.497	3.155	0.749	0.668	115.733	46.464	1.524	0.454	0.214	16.549	2.673	11.763	0.091	4.989
FU0	male	14.766	3.744	48.25	5.095	2.184	0.832	0.364	8.163	5.615	24.645	10.503	1.664	2.496	4.368	0.26	9.827	1.196	0.572	0.468	0.156	0.364	111.475	39.411	1.612	0.468	0.104	8.787	0.156	9.619	0.143	5.001
FU1	female	58.745	12.8	53.303	2.288	4.782	51.18	9.461	44.213	16.304	9.214	9.914	0.825	1.855	3.072	0.557	18.798	0.701	0.969	1.278	0.35	3.257	73.421	74.369	1.402	0.598	0.557	12.408	25.951	7.42	0.056	4.09
FU2	female	80.797	18.082	18.97	4.696	5.51	12.573	7.433	57.575	13.608	4.437	9.873	0.222	2.662	1.923	0.777	11.056	1.553	0.37	1.146	0.148	0.444	87.305	61.236	2.33	0.998	0.777	9.947	15.679	5.288	0.111	4.132
FU3	male	18.23	5.142	48.166	1.891	2.443	2.528	17.146	10.135	7.479	35.163	9.922	0.956	1.296	2.783	0.637	14.979	1.126	0.935	2.125	0.51	0.701	97.99	43.003	1.572	0.319	0.234	15.85	0.361	13.704	0.095	4.916
FU4	female	14.309	6.463	72.069	1.98	4.446	58.246	32.541	23.911	6.762	8.406	4.969	0.859	0.822	2.204	0.56	14.309	0.897	1.158	0.859	0.374	0.448	69.641	54.323	1.532	0.374	1.644	23.201	7.92	5.978	0.098	4.152
FU5	female	27.378	6.075	52.759	6.907	4.993	37.863	9.237	19.472	7.073	9.903	27.045	0.083	1.581	0.583	0.583	15.478	1.415	0.25	0.166	0.083	0.25	103.187	55.754	2.164	0.333	0.416	10.235	3.745	8.654	0.21	4.386
FU6	male	13.362	6.492	84.838	3.215	3.971	34.477	17.869	25.842	16.136	8.635	10.652	0.473	1.891	1.544	0.567	9.045	0.284	0.315	0.63	0.252	0.189	58.712	64.038	1.261	0.315	2.364	10.62	22.817	5.578	0.085	4.118
FU7	female	89.399	6.432	13.078	4.181	3.537	58.206	6.968	24.44	8.254	12.863	9.862	0.536	3.109	1.286	0.214	11.791	0	0.536	3.323	0.429	1.072	92.614	54.239	2.358	0.214	0.322	7.826	5.252	11.148	0.223	4.438
FU8	male	65.662	9.529	21.899	8.571	6.33	12.061	7.271	58.665	5.235	11.856	15.055	0.41	0.838	1.763	0.274	13.721	1.608	0.77	0.804	0.137	0.616	105.61	58.784	2.156	0.376	0.171	6.724	8.794	7.237	0.097	4.546
FU9	male	4.383	2.338	58.738	2.338	0.292	0.292	0	1.753	2.338	44.126	9.059	2.046	2.922	0.877	0.292	5.552	5.845	0.584	0	0.292	0	112.215	30.392	1.461	0	0	10.812	0	7.013	0.204	4.99
FUA	female	3.48	3.051	74.382	1.499	2.168	7.387	20.396	11.938	15.283	23.286	15.016	1.097	3.051	2.596	0.696	24.303	0.99	0.749	3.72	0.535	0.91	110.57	48.018	1.097	0.241	0.08	22.724	3.72	7.146	0.064	4.631
FUB	female	72.186	5.953	24.712	4.402	5.203	19.61	14.757	49.725	6.403	2.501	9.355	0.5	2.151	1.901	0.25	12.106	0.55	0.65	0.85	0.5	0.4	76.638	61.381	1.251	0.5	1.951	14.106	2.651	6.253	0.089	4.044
FYS	male	4.726	3.751	38.786	2.051	2.526	0.175	0.025	4.426	4.826	47.088	12.303	2	1.275	3.101	0.125	17.105	0.25	0.6	1.475	0.225	0.325	117.157	37.885	2.176	0.125	0	26.807	0.025	16.53	0.074	5.123
FYT	male	52.368	9.105	3.598	2.435	5.156	0.176	0.066	10.684	5.441	37.911	6.209	1.646	3.357	3.51	0	10.421	2.655	1.316	1.382	0.241	0.329	131.919	43.154	1.623	0.176	0	7.261	0.044	9.478	0.094	5.21
FYV	male	27.661	3.543	65.213	4.263	5.222	39.748	6.016	27.569	12.696	10.26	9.706	0.868	2.528	1.79	0.535	10.131	0.923	0.572	0.424	0.314	0.793	87.504	69.752	1.55	0.72	1.421	7.916	17.069	9.393	0.114	4.293
FYW	female	11.565	5.162	48.991	2.705	2.854	2.904	0.124	17.646	5.361	37.798	12.757	2.259	2.804	4.02	0.62	18.39	0.248	0.869	4.641	0.72	0.67	112.029	56.486	1.712	0.298	0.149	14.469	1.837	13.377	0.09	5.157
FYX	male	33.903	7.33	43.095	3.607	3.467	26.992	1.955	10.797	12.379	24.968	6.05	1.14	3.956	8.446	1.024	15.916	4.049	2.327	0.535	0.093	2.28	105.131	56.312	2.839	0.861	0.093	24.317	3.281	7.027	0.075	4.601
FYY	male	76.437	14.948	23.218	7.516	5.967	11.703	7.809	60.735	13.19	6.93	10.049	0.293	2.784	3.978	0.733	15.597	1.549	2.408	0.607	0.021	0.837	82.738	76.981	3.517	1.696	1.214	11.704	24.851	3.475	0.083	4.116
G00	male	11.179	5.15	59.267	2.961	4.202	3.567	6.772	5.541	10.251	23.335	11.99	1.925	2.707	3.43	0.371	18.322	2.502	2.003	2.687	0.293	0.86	99.302	63.185	2.775	0.674	0.313	14.599	4.573	8.99	0.056	4.771
G01	male	79.575	8.385	30.485	7.726	5.151	14.773	12.677	52.065	11.699	6.887	17.927	0.639	2.456	1.897	0.799	11.898	0.998	0.26	0.918	0.22	0.379	83.468	64.143	2.076	0.799	0.799	7.965	17.348	3.434	0.074	4.272
G02	male	40.781	8.23	60.467	5.983	6.78	55.076	7.229	16.786	13.784	5.718	16.01	0.612	2.083	1.47	0.572	11.517	0.388	0.245	0.796	0.388	0.572	78.356	69.861	2.736	0.919	1.225	10.273	16.97	5.391	0.097	4.15
G03	male	72.987	10.512	25.34	8.852	4.205	13.345	9.251	41.296	14.651	9.317	10.047	0.598	3.762	2.589	0.598	16.001	1.682	1.372	1.195	0.266	0.974	87.594	63.228	2.523	1.173	0.819	9.803	20.958	6.462	0.097	4.285
G04	male	73.136	11.912	28.949	5.956	6.614	20.788	12.802	60.392	13.246	9.34	17.81	0.367	1.914	1.701	1.257	11.023	0.774	0.348	0.309	0.174	0.561	72.826	68.881	2.475	0.967	1.315	10.617	11.699	3.539	0.071	4.151
G05	male	47.065	6.128	8.284	2.358	4.313	1.33	0	4.596	6.047	45.251	9.272	1.552	2.076	1.754	0.202	10.219	0.443	0.423	1.471	0.383	0.423	127.872	37.692	1.854	0.403	0.181	5.462	0.06	14.17	0.106	5.2
G06	female	87.796	17.691	22.141	2.148	4.647	63.485	8.308	39.24	11.662	9.317	9.843	0.526	1.907	6.511	1.118	13.153	0.526	1.293	0.899	0.417	1.359	72.583	56.054	2.587	0.482	0.658	17.186	14.951	5.7	0.088	4.156
G07	male	50.889	11.036	66.814	2.954	5.368	71.863	11.954	40.911	19.717	6.127	8.521	0.259	2.515	2.414	0.858	16.963	0.439	0.519	0.718	0.04	1.796	62.683	66.455	1.816	0.319	0.659	15.307	37.937	5.568	0.068	3.823
G09	male	63.758	5.932	26.186	4.455	4.496	26.415	11.178	31.078	14.009	5.1	9.346	0.75	3.018	1.936	0.583	17.027	1.457	0.395	1.436	0.312	0.791	90.652	62.592	1.603	0.583	1.873	9.512	13.634	5.495	0.089	4.054
G0A	male	71.721	9.151	26.322	4.863	4.387	31.324	10.441	35.354	9.687	5.975	18.56	0.457	1.787	1.489	0.476	10.561	0.893	0.496	0.576	0.258	0.536	80.177	69.815	1.826	1.727	1.608	7.722	15.9	6.114	0.097	4.237
G0C	male	11.625	6.58	44.747	4.094	4.679	16.743	0.073	8.335	9.213	34.73	12.722	0.804	2.925	3.436	0.292	22.008	1.17	0.658	2.559	0.512	1.609	106.164	57.323	2.925	0.146	0.146	22.519	0.292	10.456	0.158	4.934
G0D	male	52.152	4.84	9.974	2.081	4.026	3.777	1.334	17.595	5.699	46.227	11.398	1.402	1.063	4.568	0.271	11.805	0.249	1.018	3.076	0.498	0.588	130.628	35.597	2.058	0.317	0.226	4.501	0.271	14.791	0.112	5.268
G0E	male	70.196	10.863	32.92	8.108	8.733	15.864	11.957	28.387	13.637	9.417	15.864	0.567	2.598	3.361	0.41	10.628	1.192	1.075	0.899	0.078	0.469	82.075	66.797	1.543	0.996	1.192	8.284	16.665	6.799	0.07	4.441
G0F	male	13.437	6.141	82.784	4.226	3.582	18.194	12.641	43.78	10.026	11.845	15.086	0.493	1.687	2.312	0.701	13.532	0.569	0.701	1.118	0.72	1.137	85.475	65.708	1.857	1.232	2.161	8.378	19.559	6.292	0.091	4.311
G0G	male	40.139	10.733	19.381	4.037	5.491	0.172	0.019	24.872	6.448	17.181	5.587	1.397	1.588	4.783	0.134	11.384	0.077	1.779	2.545	0.574	0.383	136.317	39.718	1.856	0.497	0.115	8.533	0.096	4.879	0.083	4.739
G0H	male	54.377	6.828	10.142	1.878	6.054	1.326	0.022	13.699	4.132	39.927	10.385	1.878	1.79	6.894	0.795	15.975	4.021	1.812	1.193	0.331	1.701	136.109	40.103	2.364	0.265	0.177	10.142	0.022	5.944	0.09	5.203
G0L	male	77.836	10.243	31.901	4.804	5.638	19.097	10.759	54.471	11.752	7.821	9.35	0.397	2.223	1.965	0.973	12.367	1.628	0.318	0.933	0.099	0.734	76.844	60.844	1.548	0.635	0.734	8.575	18.62	4.427	0.08	4.261
G0M	female	59.163	12.774	31.578	3.719	6.072	23.531	7.837	43.7	11.282	8.908	10.022	0.735	2.815	3.256	0.651	15.085	1.282	0.357	0.861	0.189	0.315	86.959	68.828	2.983	0.756	1.029	17.248	3.467	7.858	0.083	4.218
G0N	male	61.542	12.969	37.566	4.254	5.493	27.136	16.521	47.045	13.527	9.211	9.995	0.331	2.85	0.991	0.888	16.501	0.31	0.516	0.392	0.268	0.867	72.942	60.262	2.086	0.743	1.156	15.489	20.507	4.729	0.083	4.295
G0P	male	86.322	7.977	22.565	8.017	4.802	14.628	8.741	63.958	12.217	6.048	19.631	0.402	2.492	2.391	0.864	12.94	1.105	0.241	0.663	0.141	0.221	83.79	64.762	2.853	0.804	0.462	9.726	13.061	4.421	0.078	4.278
G0R	male	6.413	4.426	59.931	2.326	1.626	9.281	0.113	14.701	11.178	46.292	12.104	1.468	3.771	5.352	0.587	19.443	1.039	1.558	1.965	0.519	0.7	119.14	48.686	2.236	0.474	0.135	13.775	0.113	8.445	0.074	5.027
G0S	female	58.44	9.541	32.35	5.145	5.53	14.807	7.556	62.998	7.232	8.163	11.202	0.466	1.215	1.884	0.446	13.612	1.256	0.668	1.074	0.162	0.344	95.772	53.153	1.499	0.324	0.527	11.222	10.857	7.009	0.109	4.284
G0T	female	30.463	8.573	56.746	1.949	3.664	21.444	3.194	38.754	8.127	17.803	13.552	1.339	1.856	3.735	0.869	21.28	1.151	1.409	4.674	1.268	1.198	101.513	55.83	1.456	0.258	0.164	15.995	4.885	12.613	0.094	4.542
G0X	female	71.845	10.751	42.164	2.776	4.453	24.482	11.235	50.754	13.508	8.198	11.813	0.391	2.012	3.726	1.23	12.67	0.466	0.987	1.602	0.54	2.05	68.361	61.616	1.975	0.335	0.82	15.297	20.942	5.105	0.085	4.235
G0Y	female	67.304	10.337	36.372	4.683	7.072	21.275	12.785	40.821	11.211	9.773	10.239	0.525	2.798	2.312	0.699	11.289	0.583	0.525	0.525	0.136	0.602	83.547	67.226	1.593	0.738	1.885	10.667	17.234	6.14	0.099	4.35
G10	female	68.754	13.449	29.966	3.884	5.586	20.856	11.675	40.61	12.969	8.055	8.366	0.456	5.082	5.106	0.647	12.322	1.438	1.079	1.319	0.144	1.702	70.983	63.24	2.397	0.192	0.935	18.603	6.952	6.832	0.075	4.236
G11	female	25.413	6.943	76.378	4.444	5.138	35.828	18.331	28.191	9.443	4.86	9.999	0.278	2.5	1.528	0.278	11.526	1.389	0.555	1.389	0.139	0.555	68.185	48.465	1.528	0.278	0.694	16.387	24.302	7.499	0.251	4.147
G12	male	64.74	8.108	36.027	4.409	4.66	21.587	13.75	44.302	12.58	7.377	15.025	0.272	1.337	1.818	0.522	12.497	0.23	0.585	1.149	0.272	0.564	78.532	68.564	1.86	0.794	2.32	9.425	19.079	5.329	0.086	4.226
G13	male	79.013	9.572	21.705	5.752	5.794	52.689	8.46	30.879	11.566	8.837	6.738	0.672	3.338	3.464	0.357	12.574	1.092	0.714	0.651	0.063	0.882	84.093	63.395	2.729	0.609	0.672	9.782	4.198	4.87	0.099	4.194
G14	male	22.938	7.356	42.508	1.994	4.606	10.289	0.229	9.052	9.808	23.053	12.535	1.191	2.406	3.552	0.435	14.826	0.871	1.421	2.498	0.802	1.26	118.93	56.395	2.2	0.733	0.206	14.391	1.489	10.243	0.089	4.952
G15	male	84.118	11.423	22.887	5.097	4.586	21.27	10.133	57.812	8.762	11.648	9.97	0.573	1.597	1.761	0.635	13.552	1.228	0.819	1.515	0.205	0.839	88.868	58.713	1.72	0.45	0.389	7.676	12.017	5.978	0.096	4.368
G16	female	83.064	12.707	33.246	2.792	6.414	22.987	8.701	58.539	10.441	5.544	8.66	0.506	1.416	4.614	0.85	16.694	0.324	1.113	1.578	0.223	1.214	74.12	61.271	2.489	0.567	0.587	11.129	22.38	6.354	0.069	4.099
G17	male	86.748	10.904	25.365	5.902	3.788	15.278	10.966	46.901	12.369	10.904	6.027	0.523	3.558	5.671	1.067	13.876	0.042	1.005	5.567	0.858	0.795	89.406	49.621	1.695	0.858	0.67	10.778	2.177	4.102	0.084	4.306
G1A	male	38.886	7.223	51.884	2.813	3.942	26.933	8.523	35.924	10.675	11.059	8.331	0.81	1.747	3.793	0.341	12.401	0.447	0.852	2.003	0.362	0.831	88.831	54.739	1.918	0.213	0.874	11.633	9.503	4.496	0.122	4.442
G1C	male	26.163	4.334	39.677	2.178	2.445	2.289	0.734	12.025	7.624	35.343	10.914	1.289	2.112	3.312	0.422	17.138	2.467	0.956	1.356	0.422	0.667	107.073	41.322	2.334	0.245	0.022	13.048	0.2	10.625	0.081	4.95
G1D	female	73.739	13.587	41.484	2.493	4.32	20.666	16.727	54.101	11.893	6.755	11.246	0.323	2.017	3.654	0.951	12.388	0.152	0.571	0.932	0.419	1.085	62.531	56.727	1.941	0.609	1.104	13.758	28.145	5.461	0.082	4.268
G1E	male	6.791	3.771	55.543	6.703	3.815	0.066	0	7.453	1.874	23.307	12.568	1.941	1.235	0.595	0.11	7.144	2.955	0.309	0.485	0.176	0.353	113.115	51.354	3.572	0.794	0.176	3.396	0.088	19.801	0.116	5.277
G1F	male	32.129	3.287	27.461	2.257	2.608	6.794	0	10.191	6.005	41.378	12.142	1.863	2.477	4.383	0.285	15.298	0.066	1.271	2.411	1.14	0.855	120.935	51.898	2.411	0.131	0.11	9.445	0.263	17.467	0.073	5.25
G1H	male	30.545	5.776	31.145	2.466	3.421	1.222	0.089	10.419	4.088	34.522	12.44	1.999	2.31	3.71	0.644	14.44	0.267	1.266	1.844	0.511	0.378	114.34	40.053	1.822	0.244	0.022	4.886	0.378	11.84	0.122	5.306
G1L	female	70.482	11.527	23.609	4.55	4.951	16.287	8.335	37.392	12.349	6.098	13.649	0.63	3.9	4.837	0.975	13.993	1.357	1.032	1.147	0.21	1.759	77.479	67.844	2.218	0.612	1.032	17.051	9.73	8.029	0.072	4.358
G1M	male	71.536	8.498	27.994	8.146	3.99	15.176	10.048	44.721	10.193	11.702	14.101	0.434	2.874	1.634	0.827	12.777	0.414	0.496	1.137	0.207	0.207	80.489	58.428	1.468	0.289	0.91	9.097	13.253	3.949	0.095	4.48
G1N	female	6.859	4.149	64.812	1.77	3.19	4.868	0.848	24.8	8.5	34.443	9.588	1.494	0.867	3.669	0.277	11.948	1.825	1.346	4.204	1.014	1.106	124.922	40.252	1.383	0.092	0	6.048	1.309	7.283	0.112	5.06
G1R	female	37.084	7.548	18.793	2.239	4.654	2.516	0.126	10.642	4.83	34.643	7.573	1.686	1.157	4.831	0.201	15.397	0.302	1.962	2.214	0.704	0.679	127.906	42.14	2.289	0.302	0.101	5.61	0.403	7.321	0.118	5.183
G1S	female	68.927	10.292	30.3	5.146	5.509	22.25	15.716	64.699	12.854	7.58	10.805	0.299	2.114	4.42	0.683	14.819	0.512	1.068	0.577	0.299	0.662	74.949	72.216	3.438	1.238	1.303	12.961	19.111	5.445	0.087	4.201
G1V	male	38.142	6.084	49.725	5.85	4.446	25.155	21.528	25.623	12.753	8.892	12.636	0.351	0.585	1.404	0.351	11.115	1.521	0.936	0.351	0.585	0.234	106.704	56.511	1.404	0.468	1.17	8.892	4.446	7.137	0.246	4.352
