id	title	n_words	n_tokens	n_w	n_c	n_s	audience_age	audience_sex	author_age	author_domicile	author_sex	author_type	availability	circulation	context	derived_type	difficulty	domain	genre	interaction_type	medium	mode	publication_date	publication_place	region	respondent_age	respondent_class	respondent_sex	sampling_type	text_type
G3V	Music lesson: grade V music theory:. Sample containing about 3909 words speech recorded in educational context	4077	4719	4122	577	577	---	---	---	---	---	---	unclaimed	---	educational	spoken_other	---	---	S:classroom	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G3W	Music lesson: grade V music theory. Sample containing about 3361 words speech recorded in educational context	3530	4110	3576	499	488	---	---	---	---	---	---	unclaimed	---	educational	spoken_other	---	---	S:classroom	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G3X	Flower-arranging demonstration. Sample containing about 7417 words speech recorded in leisure context	7733	9276	7803	1070	844	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:demonstratn	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G3Y	Careers guidance: seminar. Sample containing about 7482 words speech recorded in educational context	7792	9046	7875	1141	856	---	---	---	---	---	---	unclaimed	---	educational	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G42	Medical consultation. Sample containing about 617 words speech recorded in public context	652	823	659	149	115	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G43	Medical consultation. Sample containing about 667 words speech recorded in public context	712	922	715	189	153	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G44	Medical consultation. Sample containing about 470 words speech recorded in public context	488	621	493	114	79	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G45	Medical consultation. Sample containing about 1117 words speech recorded in public context	1200	1490	1203	265	215	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G46	Medical consultation. Sample containing about 594 words speech recorded in public context	629	774	631	126	87	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G47	Medical consultation. Sample containing about 890 words speech recorded in public context	934	1166	947	201	173	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G48	Medical consultation. Sample containing about 375 words speech recorded in public context	395	511	397	93	71	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G49	Medical consultation. Sample containing about 727 words speech recorded in public context	772	942	778	157	113	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G4A	Medical consultation. Sample containing about 944 words speech recorded in public context	985	1228	992	180	148	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G4B	Medical consultation. Sample containing about 800 words speech recorded in public context	846	1079	857	205	168	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G4C	Medical consultation. Sample containing about 368 words speech recorded in public context	378	485	382	81	76	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G4D	Medical consultation. Sample containing about 901 words speech recorded in public context	949	1221	956	224	189	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G4E	Medical consultation. Sample containing about 505 words speech recorded in public context	536	653	539	100	76	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	unknown	---	---	---	---	spoken_context
G4F	Pre-retirement course: presentation. Sample containing about 5664 words speech recorded in public context	5862	6556	5927	567	262	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:speech:unscripted	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4G	Pre-retirement course: presentation. Sample containing about 7520 words speech recorded in public context	7806	8702	7883	778	324	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:speech:unscripted	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4H	Pre-retirement course: presentation. Sample containing about 27819 words speech recorded in public context	28955	33037	29233	3634	1491	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:speech:unscripted	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4J	Pre-retirement course: presentation. Sample containing about 2461 words speech recorded in public context	2543	2990	2566	389	194	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:speech:unscripted	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4K	Word-processing tutorial. Sample containing about 9381 words speech recorded in educational context	9734	11674	9793	1754	1693	---	---	---	---	---	---	unclaimed	---	educational	spoken_other	---	---	S:classroom	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G4N	Lockmaking in Willenhall: conversation with Dick Brown, lockmaker. Sample containing about 10262 words speech recorded in leisure context	10632	12041	10687	1131	465	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:interview:oral_history	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4P	Experiences of the leather trade: conversation with John Hooper, leather trader. Sample containing about 2681 words speech recorded in leisure context	2682	3110	2721	330	152	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:interview:oral_history	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4R	Zeppelin raids, 1916: conversation with Gilbert Bromley. Sample containing about 7755 words speech recorded in leisure context	7922	9342	8018	1177	387	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:interview:oral_history	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4S	Life in Caldmore: conversation with Bhagan Singh. Sample containing about 5670 words speech recorded in leisure context	5798	6614	5845	699	339	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:interview:oral_history	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4T	Co-operative movement: conversation with Ruth Jackson. Sample containing about 11043 words speech recorded in leisure context	11362	12780	11463	1275	386	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:interview:oral_history	monologue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4U	Sewage - Severn-Trent Water: talk. Sample containing about 7129 words speech recorded in leisure context	7308	8274	7401	774	564	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:speech:unscripted	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G4V	First-year undergraduate tutorial. Sample containing about 6865 words speech recorded in educational context	7052	7845	7124	559	615	---	---	---	---	---	---	unclaimed	---	educational	spoken_other	---	---	S:tutorial	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G4W	First-year undergraduate tutorial: linguistics. Sample containing about 6304 words speech recorded in educational context	6465	7226	6557	521	367	---	---	---	---	---	---	unclaimed	---	educational	spoken_other	---	---	S:tutorial	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G4X	Careers meeting. Sample containing about 17243 words speech recorded in business context	17909	20698	18113	2283	2100	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:meeting	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G4Y	Medical consultation. Sample containing about 56 words speech recorded in public context	62	83	62	14	14	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G50	Medical consultation. Sample containing about 125 words speech recorded in public context	122	177	124	38	34	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G51	Medical consultation. Sample containing about 252 words speech recorded in public context	255	323	259	45	48	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G52	Medical consultation. Sample containing about 261 words speech recorded in public context	268	338	268	50	48	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G53	Medical consultation. Sample containing about 238 words speech recorded in public context	245	315	246	54	45	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G54	Medical consultation. Sample containing about 45 words speech recorded in public context	46	57	46	8	8	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G55	Medical consultation. Sample containing about 578 words speech recorded in public context	610	762	615	133	128	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G56	Medical consultation. Sample containing about 534 words speech recorded in public context	553	682	555	108	113	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G57	Medical consultation. Sample containing about 408 words speech recorded in public context	426	552	431	88	88	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G58	Medical consultation. Sample containing about 469 words speech recorded in public context	490	623	498	99	100	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G59	Golf club events meeting. Sample containing about 7676 words speech recorded in leisure context	7934	9404	8000	1035	984	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:meeting	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G5A	Auction rooms. Sample containing about 9269 words speech recorded in leisure context	9503	12054	9525	2294	1338	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:unclassified	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G5B	Rotary Club meeting: lecture. Sample containing about 4368 words speech recorded in leisure context	4450	5121	4488	553	357	---	---	---	---	---	---	unclaimed	---	leisure	spoken_other	---	---	S:speech:unscripted	monologue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G5C	Medical consultation. Sample containing about 425 words speech recorded in public context	450	564	453	93	74	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G5D	Medical consultation. Sample containing about 616 words speech recorded in public context	640	805	645	136	112	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G5E	Medical consultation. Sample containing about 1680 words speech recorded in public context	1725	2035	1738	231	116	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G5F	Medical consultation. Sample containing about 526 words speech recorded in public context	551	683	555	103	86	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:consult	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G5G	Meeting: selection of candidate for election to European Parliament. Sample containing about 9806 words speech recorded in public context	10049	11397	10167	1108	528	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:meeting	dialogue	---	spoken	1985-1993	---	midlands	---	---	---	---	spoken_context
G5H	Sermons. Sample containing about 7563 words speech recorded in public context	7723	8578	7780	792	439	---	---	---	---	---	---	unclaimed	---	public	spoken_other	---	---	S:sermon	monologue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
G5J	Market research interview. Sample containing about 11384 words speech recorded in business context	11682	14517	11769	2175	1981	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:interview	monologue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
